problem_id,year,code,question,title,statement,methods,source_type,solution_path,result_path,report_path,artifact_path
2019-A,2019,A,q02,龙的能量消耗与热量摄入,"What are the energy expenditures of the dragons, and what are their caloric intake requirements?",用异速代谢基线叠加飞行、喷火、生长和创伤储备项，输出三条龙每日 kcal、猎物 kg 和饮水需求；所有质量和能量系数作为显式可替换假设。对应模型：异速生理模型、能量预算。,official_statement_parameters,question_solutions/2019/A/q02/solution.py,question_results/2019/A/q02/result.json,question_reports/2019/A/q02/report.md,question_artifacts/2019/A/q02/dragon_energy_budget.csv
2019-A,2019,A,q03,支撑三条龙所需面积,How much area is required to support the three dragons?,把年度猎物需求除以不同气候猎物密度，得到三条龙在暖温带、干旱和北极情景下的 habitat footprint。对应模型：承载力估计、资源面积换算。,official_statement_parameters,question_solutions/2019/A/q03/solution.py,question_results/2019/A/q03/result.json,question_reports/2019/A/q03/report.md,question_artifacts/2019/A/q03/dragon_area_requirements.csv
2019-A,2019,A,q04,不同援助水平下的人类社区规模,How large a community is necessary to support a dragon for varying levels of assistance that can be provided to the dragons?,扫描 0%、25%、50%、75% 人类供食份额，把猎物 kg/day 转换为牧养家庭和专业 handler 需求。对应模型：资源供给规划、社区承载能力。,official_statement_parameters,question_solutions/2019/A/q04/solution.py,question_results/2019/A/q04/result.json,question_reports/2019/A/q04/report.md,question_artifacts/2019/A/q04/dragon_community_support.csv
2019-A,2019,A,q05,气候条件重要性,How important are the climate conditions to your analysis?,比较干旱、暖温带、北极三类气候的热调节倍数、猎物密度、水压力和巢址惩罚，量化资源需求差异。对应模型：敏感性分析、生态情景比较。,official_statement_parameters,question_solutions/2019/A/q05/solution.py,question_results/2019/A/q05/result.json,question_reports/2019/A/q05/report.md,question_artifacts/2019/A/q05/dragon_climate_sensitivity.csv
2019-A,2019,A,q06,干旱、暖温带与北极迁移差异,"Would moving a dragon between an arid region, a warm temperate region, and an arctic region make a big difference in the resources required to maintain and grow a dragon?",复用气候敏感性表解释迁移造成的猎物、水源、热损失和巢址变化，强调暖温带为最低支撑压力情景。对应模型：迁移情景分析、资源压力比较。,official_statement_parameters,question_solutions/2019/A/q06/solution.py,question_results/2019/A/q06/result.json,question_reports/2019/A/q06/report.md,question_artifacts/2019/A/q06/dragon_climate_sensitivity.csv
2019-A,2019,A,q07,给 George R.R. Martin 的信与现实类比,Draft a two-page letter to George R.R. Martin and describe a non-fictional situation that the modeling could inform.,把生态足迹、气候迁移和社区支持结论整理为作者建议信，并迁移到大型顶级捕食者重引入/迁地保护问题。对应模型：非技术政策信、模型迁移。,official_statement_parameters,question_solutions/2019/A/q07/solution.py,question_results/2019/A/q07/result.json,question_reports/2019/A/q07/report.md,question_artifacts/2019/A/q07/dragon_resource_frontier.png
2019-B,2019,B,q01,DroneGo 波多黎各灾害响应系统,Develop a DroneGo disaster response system to support the Puerto Rico hurricane disaster scenario.,读取官方 PDF 附件表中的 drone 尺寸、载荷、速度、飞行时间、货舱、MED 包尺寸和需求地点，构造三集装箱 DroneGo 响应系统。对应模型：设施选址、配送调度、装箱规划。,official_statement_parameters,question_solutions/2019/B/q01/solution.py,question_results/2019/B/q01/result.json,question_reports/2019/B/q01/report.md,question_artifacts/2019/B/q01/drone_fleet_plan.csv
2019-B,2019,B,q02,机队、医疗包与 ISO 集装箱装载,"Recommend a drone fleet and medical packages, and design packing configurations for up to three ISO cargo containers.",用官方 ISO 内部尺寸、drone shipping dimensions、cargo bay type 和 MED1/MED2/MED3 尺寸约束，选择 C/G/B/F/H 组合并分配三地 container cells。对应模型：三维装箱近似、载荷约束筛选。,official_statement_parameters,question_solutions/2019/B/q02/solution.py,question_results/2019/B/q02/result.json,question_reports/2019/B/q02/report.md,question_artifacts/2019/B/q02/container_packing_plan.csv
2019-B,2019,B,q03,一到三个集装箱的最佳布置位置,"Identify best locations on Puerto Rico to position one, two, or three cargo containers for medical delivery and road reconnaissance.",按需求点距离、道路视频覆盖和港口/机场接入评分 San Juan、Ceiba、Arecibo 三个 staging nodes。对应模型：设施选址、多目标评分。,official_statement_parameters,question_solutions/2019/B/q03/solution.py,question_results/2019/B/q03/result.json,question_reports/2019/B/q03/report.md,question_artifacts/2019/B/q03/container_location_scores.csv
2019-B,2019,B,q04,各类无人机任务配置,"For each type of drone included in the DroneGo fleet, describe its role and capability.",按 payload、range、video 和 cargo bay compatibility 给每类入选 drone 分配医疗、快速小包、重载或持续观察角色。对应模型：任务分配、能力矩阵。,official_statement_parameters,question_solutions/2019/B/q04/solution.py,question_results/2019/B/q04/result.json,question_reports/2019/B/q04/report.md,question_artifacts/2019/B/q04/drone_fleet_plan.csv
2019-B,2019,B,q05,医疗包载荷、路线与日程,"Provide payload packing configurations, delivery routes and schedule to meet the emergency medical package requirements.",为每个医院需求行选择最近 staging base 和合适 drone type，计算 round-trip km、sortie minutes 和 morning/midday/afternoon schedule block。对应模型：车辆路径近似、日程调度。,official_statement_parameters,question_solutions/2019/B/q05/solution.py,question_results/2019/B/q05/result.json,question_reports/2019/B/q05/report.md,question_artifacts/2019/B/q05/delivery_route_schedule.csv
2019-B,2019,B,q06,道路网络视频侦察飞行计划,Provide a flight plan for onboard video cameras to assess major highways and roads.,把 PR-3、PR-52、PR-22 和 San Juan metro hospital ring 作为视频侦察走廊，安排 video-capable drones 在医疗波次之间巡检。对应模型：覆盖路径规划、侦察调度。,official_statement_parameters,question_solutions/2019/B/q06/solution.py,question_results/2019/B/q06/result.json,question_reports/2019/B/q06/report.md,question_artifacts/2019/B/q06/video_recon_flight_plan.csv
2019-B,2019,B,q07,"HELP, Inc. 管理层备忘录","Prepare the Part 2 memo for HELP, Inc. leadership.","把机队、装箱、选址、配送和视频侦察权衡整理为 HELP, Inc. 可读备忘录。对应模型：执行摘要、灾害响应建议。",official_statement_parameters,question_solutions/2019/B/q07/solution.py,question_results/2019/B/q07/result.json,question_reports/2019/B/q07/report.md,question_artifacts/2019/B/q07/dronego_response_frontier.png
2019-C,2019,C,q01,NFLIS 县域传播、起始位置与 2020 风险预测,"Using the NFLIS data provided, build a mathematical model to describe the spread and characteristics of the reported synthetic opioid and heroin incidents in and between the five states and their counties over time. Identify possible locations where specific opioid use might have started, and forecast future threshold concerns.",读取官方 MCM_NFLIS_Data.xlsx，按 FIPS/year/state/county 汇总 heroin 与 synthetic_or_other_analgesic 报告，构建县-年面板；用最早阳性县和 2010-2017 每县 OLS 趋势识别起点和 2020 高风险阈值。对应模型：时空面板、趋势回归、阈值预警。,official_comap_xlsx_csv,question_solutions/2019/C/q01/solution.py,question_results/2019/C/q01/result.json,question_reports/2019/C/q01/report.md,question_artifacts/2019/C/q01/county_year_opioid_panel.csv
2019-C,2019,C,q02,ACS 社会经济因素关联与模型修正,"Using the U.S. Census socio-economic data provided, determine whether use or trends-in-use are associated with any of the provided Census data, and modify the model from Part 1 to include important factors.",读取 2010-2016 官方 ACS DP02 CSV，按 FIPS/year 合并 NFLIS opioid_rate_per_1000_drug_reports，计算教育、退伍军人、残障、外来出生、居住稳定性等特征的描述性相关。对应模型：面板合并、相关分析、社会特征解释。,official_comap_xlsx_csv,question_solutions/2019/C/q02/solution.py,question_results/2019/C/q02/result.json,question_reports/2019/C/q02/report.md,question_artifacts/2019/C/q02/socioeconomic_correlations.csv
2019-C,2019,C,q03,反制策略情景、参数边界与 DEA/NFLIS 备忘录,"Using a combination of Part 1 and Part 2 results, identify a possible strategy for countering the opioid crisis. Use your models to test effectiveness and identify parameter bounds. Include a memo to the Chief Administrator, DEA/NFLIS Database.",基于 2020 预测设置 high/watch 县阈值，测试 lab feedback、treatment/prescriber outreach、combined supply/treatment 三类情景的报告减少幅度，并输出 DEA/NFLIS memo。对应模型：情景仿真、阈值政策、敏感性边界。,official_comap_xlsx_csv,question_solutions/2019/C/q03/solution.py,question_results/2019/C/q03/result.json,question_reports/2019/C/q03/report.md,question_artifacts/2019/C/q03/opioid_forecast_2020.csv
2019-D,2019,D,q01,卢浮宫基线疏散模型与瓶颈识别,Develop an emergency evacuation model for the Louvre and identify potential bottlenecks.,"使用官方 5 层、2 层地下、8.1M 2017 访客、72,735 m2、380,000 展品、四主入口和 480m 翼长等题面参数，构造楼层负载、出口容量和基线疏散时间。对应模型：容量约束疏散、瓶颈分析。",official_statement_parameters,question_solutions/2019/D/q01/solution.py,question_results/2019/D/q01/result.json,question_reports/2019/D/q01/report.md,question_artifacts/2019/D/q01/louvre_evacuation_baseline.csv
2019-D,2019,D,q02,威胁情景、额外出口与救援进入权衡,Design an adaptable model for threats that can alter or remove route segments while allowing emergency personnel to enter quickly.,比较 main exits 全开、Pyramid 不可用、地下烟雾、河岸安全事件等情景，显式保留 responder corridor 并控制 service exits 的安全开启。对应模型：鲁棒路线组合、情景分析。,official_statement_parameters,question_solutions/2019/D/q02/solution.py,question_results/2019/D/q02/result.json,question_reports/2019/D/q02/report.md,question_artifacts/2019/D/q02/louvre_threat_scenarios.csv
2019-D,2019,D,q03,技术实施与人群管理政策,Discuss implementation and propose policy and procedural recommendations for emergency management of the Louvre.,把 Affluences 风格实时 wait-time/app routing 扩展为多语言出口指引、服务出口管控、楼层限流和季度演练政策。对应模型：实施路线图、应急管理政策。,official_statement_parameters,question_solutions/2019/D/q03/solution.py,question_results/2019/D/q03/result.json,question_reports/2019/D/q03/report.md,question_artifacts/2019/D/q03/louvre_bottlenecks.csv
2019-D,2019,D,q04,验证、模型局限与大型拥挤结构迁移,"Validate the model, discuss strengths and weaknesses, and explain adaptation to other large crowded structures.",用官方数量级做容量 sanity check，说明没有公开全部出口清单的限制，并给出体育馆、机场、商场等结构的迁移步骤。对应模型：模型验证、迁移应用。,official_statement_parameters,question_solutions/2019/D/q04/solution.py,question_results/2019/D/q04/result.json,question_reports/2019/D/q04/report.md,question_artifacts/2019/D/q04/louvre_evacuation_frontier.png
2019-E,2019,E,q01,生态系统服务估值模型,Create an ecological services valuation model to understand true economic costs of land use projects.,使用官方题面列举的 water filtration、pollination/food support、carbon/oxygen cycling、waste assimilation、biodiversity/habitat services，构建 30 年贴现服务价值表。对应模型：生态系统服务估值、贴现现金流。,official_statement_parameters,question_solutions/2019/E/q01/solution.py,question_results/2019/E/q01/result.json,question_reports/2019/E/q01/report.md,question_artifacts/2019/E/q01/ecosystem_service_values.csv
2019-E,2019,E,q02,土地利用开发的环境成本是否可定价,Is it possible to put a value on the environmental cost of land use development projects?,用单位面积服务价值、扰动强度和 mitigation share 把环境成本并入项目 cost-benefit ratio，给出可审计但需本地校准的价值化方法。对应模型：成本收益分析、影子价格。,official_statement_parameters,question_solutions/2019/E/q02/solution.py,question_results/2019/E/q02/result.json,question_reports/2019/E/q02/report.md,question_artifacts/2019/E/q02/project_true_costs.csv
2019-E,2019,E,q03,环境恶化如何计入项目成本,How would environmental degradation be accounted for in these project costs?,对社区道路、郊区住房、总部搬迁、跨国管线和商业水道扩展逐项计算 traditional NPV 与加入生态服务损失后的 true NPV。对应模型：全成本核算、残余生态负债。,official_statement_parameters,question_solutions/2019/E/q03/solution.py,question_results/2019/E/q03/result.json,question_reports/2019/E/q03/report.md,question_artifacts/2019/E/q03/project_true_costs.csv
2019-E,2019,E,q04,模型有效性评估,Evaluate the effectiveness of your model based on your analyses and model design.,统计被生态服务核算标记为 redesign/reject 的项目，并列出强项与局限：透明、跨尺度、可更新但依赖本地服务价值。对应模型：模型评估、敏感性说明。,official_statement_parameters,question_solutions/2019/E/q04/solution.py,question_results/2019/E/q04/result.json,question_reports/2019/E/q04/report.md,question_artifacts/2019/E/q04/project_true_costs.csv
2019-E,2019,E,q05,对土地利用项目规划者和管理者的影响,What are the implications of your modeling on land use project planners and managers?,提出把 mitigation/restoration 列为核心资本成本、报告 before/after service CBR、建立累计影响账本等管理建议。对应模型：规划政策建议、项目治理。,official_statement_parameters,question_solutions/2019/E/q05/solution.py,question_results/2019/E/q05/result.json,question_reports/2019/E/q05/report.md,question_artifacts/2019/E/q05/project_true_costs.csv
2019-E,2019,E,q06,模型随时间更新机制,How might your model need to change over time?,设置三年更新周期和触发条件：卫星土地覆盖、水/空气质量、物种阈值、碳价和修复成本变化。对应模型：动态更新、监测触发规则。,official_statement_parameters,question_solutions/2019/E/q06/solution.py,question_results/2019/E/q06/result.json,question_reports/2019/E/q06/report.md,question_artifacts/2019/E/q06/environmental_cost_frontier.png
2019-P06,2019,P06,q01,全球去中心化数字金融可行性模型,"Construct a model that represents a global decentralized digital financial system and identifies key factors that limit or facilitate growth, access, security, and stability.",把题面 growth、access、security、stability 拆成国家原型的 unbanked share、digital access、regulatory trust、currency instability 和 illicit flow risk，计算 adoption viability。对应模型：多指标综合评价、政策可行性评分。,official_statement_parameters,question_solutions/2019/P06/q01/solution.py,question_results/2019/P06/q01/result.json,question_reports/2019/P06/q01/report.md,question_artifacts/2019/P06/q01/currency_adoption_viability.csv
2019-P06,2019,P06,q02,采用策略、准入、安全与稳定,Discuss adoption strategies and implementation problems without choosing an existing digital currency.,比较 wallet-first inclusion、regulated stable settlement、remittance corridor、full substitution 和 privacy-preserving compliance 等策略，强调不早期强制放弃本币。对应模型：策略组合评分、实施风险分析。,official_statement_parameters,question_solutions/2019/P06/q02/solution.py,question_results/2019/P06/q02/result.json,question_reports/2019/P06/q02/report.md,question_artifacts/2019/P06/q02/currency_strategy_scores.csv
2019-P06,2019,P06,q03,监督机制与长期影响,"Include oversight mechanisms and consider long-term effects on banking, economies, and international relations.",列出 reserve/collateral audit、privacy-preserving identity、consumer protection、cyber stress tests 和 monetary-policy interface，并评估银行、本地/区域/全球经济与国际关系影响。对应模型：治理机制、长期影响矩阵。,official_statement_parameters,question_solutions/2019/P06/q03/solution.py,question_results/2019/P06/q03/result.json,question_reports/2019/P06/q03/report.md,question_artifacts/2019/P06/q03/currency_long_term_effects.csv
2019-P06,2019,P06,q04,给国家领导人的一页政策建议,Provide a one-page policy recommendation for national leaders with mixed opinions about this effort.,把分阶段试点、受监管清算层、隐私保护合规、审计稳定机制和保留本币选择权整理为国家领导人政策建议。对应模型：政策备忘录、风险治理。,official_statement_parameters,question_solutions/2019/P06/q04/solution.py,question_results/2019/P06/q04/result.json,question_reports/2019/P06/q04/report.md,question_artifacts/2019/P06/q04/currency_viability_frontier.png
2020-A,2020,A,q01,苏格兰鲱鱼和鲭鱼北迁模型,Model how Scottish herring and mackerel may move north over the next 50 years as waters warm.,用 species thermal sensitivity、stock mobility 和 best/most-likely/worst warming 情景计算 50 年 habitat center northward shift 与小渔船距离。,official_statement_parameters,question_solutions/2020/A/q01/solution.py,question_results/2020/A/q01/result.json,question_reports/2020/A/q01/report.md,question_artifacts/2020/A/q01/habitat_shift_projection.csv
2020-A,2020,A,q02,最佳、最差、最可能情景下的小渔业压力时间,"Estimate elapsed times for best, worst, and most likely scenarios in which fish move too far north for small Scottish fishing firms.",在五年步长上寻找 habitat center 超出 small boat range 的首次年份，输出 best/worst/most_likely elapsed times。,official_statement_parameters,question_solutions/2020/A/q02/solution.py,question_results/2020/A/q02/result.json,question_reports/2020/A/q02/report.md,question_artifacts/2020/A/q02/accessibility_timeline.csv
2020-A,2020,A,q03,小型渔业公司的运营适应策略,Recommend operational changes that small fishing companies can make as fish move north.,比较 gear modernization、cooperative vessel sharing、cold-chain landing partnership、alternative species portfolio 和 joint access agreement 的 range gain、成本和配额韧性。,official_statement_parameters,question_solutions/2020/A/q03/solution.py,question_results/2020/A/q03/result.json,question_reports/2020/A/q03/report.md,question_artifacts/2020/A/q03/fishery_strategy_scores.csv
2020-A,2020,A,q04,领海和跨境捕捞治理影响,Assess how movement into different territorial waters could affect fishing rights and policy.,按 Scottish coastal、UK EEZ、Norwegian/Faroese negotiation 和 Icelandic high-latitude access thresholds 计算边界压力和政策响应。,official_statement_parameters,question_solutions/2020/A/q04/solution.py,question_results/2020/A/q04/result.json,question_reports/2020/A/q04/report.md,question_artifacts/2020/A/q04/territorial_waters_pressure.csv
2020-A,2020,A,q05,Hook Line and Sinker 杂志文章,Write an article for Hook Line and Sinker explaining the results for a nontechnical audience.,把北迁情景、可达性时间、运营策略和领海风险整理成非技术杂志文章。,official_statement_parameters,question_solutions/2020/A/q05/solution.py,question_results/2020/A/q05/result.json,question_reports/2020/A/q05/report.md,question_artifacts/2020/A/q05/moving_north_frontier.png
2020-B,2020,B,q01,同沙量同海滩条件下的最长寿基础形状,"Construct a mathematical model to identify the best 3-dimensional geometric shape to use as a sandcastle foundation that will last the longest period of time under the same beach, sand, volume, distance, and water-to-sand proportion.",用暴露表面积、角部冲刷、坡度稳定性、足迹扩散和可建造性构造确定性 erosion index，比较 low mound、truncated cone、hemisphere、frustum、ridge 和 tower。,official_statement_parameters,question_solutions/2020/B/q01/solution.py,question_results/2020/B/q01/result.json,question_reports/2020/B/q01/report.md,question_artifacts/2020/B/q01/sandcastle_shape_scores.csv
2020-B,2020,B,q02,无添加材料的最佳水沙比例,"Using your model, determine an optimal sand-to-water mixture proportion for the castle foundation, assuming you use no other additives or materials.",扫描 6%-22% water fraction，把 capillary cohesion、drainage 和 slump risk 映射到 lifetime multiplier，选择同一推荐形状下寿命最长的比例。,official_statement_parameters,question_solutions/2020/B/q02/solution.py,question_results/2020/B/q02/result.json,question_reports/2020/B/q02/report.md,question_artifacts/2020/B/q02/sand_water_mixture_scores.csv
2020-B,2020,B,q03,降雨下的形状稳健性,"Adjust your model as needed to determine how the best 3-dimensional sandcastle foundation is affected by rain, and whether it remains best when it is raining.",把 light shower、steady rain、heavy burst 作为额外径流负荷施加到 erosion index，比较推荐形状与备选低矮形状在雨中的寿命。,official_statement_parameters,question_solutions/2020/B/q03/solution.py,question_results/2020/B/q03/result.json,question_reports/2020/B/q03/report.md,question_artifacts/2020/B/q03/rain_sensitivity.csv
2020-B,2020,B,q04,延长沙堡寿命的其他策略,"What other strategies, if any, might you use to make your sandcastle last longer?",只列不引入未授权支撑材料的策略：波向布置、牺牲裙边、薄层压实、排水沟和轻微提高位置，并给出寿命倍率。,official_statement_parameters,question_solutions/2020/B/q04/solution.py,question_results/2020/B/q04/result.json,question_reports/2020/B/q04/report.md,question_artifacts/2020/B/q04/longevity_strategies.csv
2020-B,2020,B,q05,Fun in the Sun 非技术文章,Write an informative one- to two-page article describing your model and its results for Fun in the Sun.,将形状、比例、降雨和策略结论转写为面向 vacation magazine 读者的非技术说明。,official_statement_parameters,question_solutions/2020/B/q05/solution.py,question_results/2020/B/q05/result.json,question_reports/2020/B/q05/report.md,question_artifacts/2020/B/q05/sandcastle_longevity_frontier.png
2020-C,2020,C,q01,三类 Amazon 评论数据的核心评分与评论指标,"Analyze the three product data sets to identify meaningful quantitative and qualitative patterns, relationships, measures, and parameters within and between star ratings, reviews, and helpfulness ratings.",直接从官方 ZIP 读取 hair_dryer.tsv、microwave.tsv、pacifier.tsv，按产品计算 review_count、mean_star、low-rating share、helpfulness、review length 和 verified share。,official_comap_tsv_zip,question_solutions/2020/C/q01/solution.py,question_results/2020/C/q01/result.json,question_reports/2020/C/q01/report.md,question_artifacts/2020/C/q01/product_review_measures.csv
2020-C,2020,C,q02,产品声誉随时间增加或下降的模式,Identify and discuss time-based measures and patterns within each data set that might suggest a product's reputation is increasing or decreasing.,按 review_date 聚合月度 mean_star、review_count 和 low_rating_share，计算月度评分斜率和低分斜率判断声誉方向。,official_comap_tsv_zip,question_solutions/2020/C/q02/solution.py,question_results/2020/C/q02/result.json,question_reports/2020/C/q02/report.md,question_artifacts/2020/C/q02/monthly_reputation_trends.csv
2020-C,2020,C,q03,文本描述词与评分的组合信号,Determine combinations of text-based measures and ratings-based measures that best indicate a potentially successful or failing product.,构造 enthusiastic、disappointed、durable、broken、easy 描述词组的 rating lift 与 helpfulness，和评分、低分占比合成 success_signal_score。,official_comap_tsv_zip,question_solutions/2020/C/q03/solution.py,question_results/2020/C/q03/result.json,question_reports/2020/C/q03/report.md,question_artifacts/2020/C/q03/text_descriptor_rating_lift.csv
2020-C,2020,C,q04,低星级是否激发更多评论,"Do specific star ratings incite more reviews, for example after seeing a series of low star ratings?",按时间排序计算 previous-20-review mean rating，比较低评分环境和高评分环境之后的评论数量与评论长度。,official_comap_tsv_zip,question_solutions/2020/C/q04/solution.py,question_results/2020/C/q04/result.json,question_reports/2020/C/q04/report.md,question_artifacts/2020/C/q04/star_rating_incitement.csv
2020-C,2020,C,q05,给 Sunshine Company 营销总监的两页信,Write a one- to two-page letter to the Marketing Director of Sunshine Company summarizing your analysis and results.,把最可信建议压缩为 low-star share、helpfulness-weighted review length 和 descriptor lift 的上市后监测方案。,official_comap_tsv_zip,question_solutions/2020/C/q05/solution.py,question_results/2020/C/q05/result.json,question_reports/2020/C/q05/report.md,question_artifacts/2020/C/q05/product_reputation_frontier.png
2020-D,2020,D,q01,传球网络、二元三元结构与多尺度指标,"Create a network for the ball passing between players, where each player is a node and each pass constitutes a link between players. Use your passing network to identify network patterns, such as dyadic and triadic configurations and team formations. Also consider other structural indicators and network properties across the games.",读取 COMAP 官方 matches.csv、passingevents.csv、fullevents.csv；以 Huskies 球员为节点、有向传球为加权边，计算二元边、三角 motif、互惠率、PageRank、介数中心性、密度、加权聚类和位置份额。对应模型：图论网络中心性、复杂网络、多尺度团队结构分析。,official_comap_csv,question_solutions/2020/D/q01/solution.py,question_results/2020/D/q01/result.json,question_reports/2020/D/q01/report.md,question_artifacts/2020/D/q01/passing_network_edges.csv
2020-D,2020,D,q02,团队表现指标与协作成功模型,"Identify performance indicators that reflect successful teamwork such as diversity in the types of plays, coordination among players or distribution of contributions. Use the performance indicators and team level processes that you have identified to create a model that captures structural, configurational, and dynamical aspects of teamwork.",构建逐场协作特征表：传球总数、相对传球优势、网络密度、互惠率、聚类、传球类型熵、头部传球对占比、贡献 Gini、平均传球距离、前向传球和进攻三区比例、射门/对抗/犯规事件；用前 30 场训练、后 8 场时间留出检验非输球分类模型。对应模型：指标体系、解释型决策树、时间留出验证。,official_comap_csv,question_solutions/2020/D/q02/solution.py,question_results/2020/D/q02/result.json,question_reports/2020/D/q02/report.md,question_artifacts/2020/D/q02/match_teamwork_features.csv
2020-D,2020,D,q03,给 Huskies 教练的结构策略建议,Use the insights gained from your teamwork model to inform the coach about what kinds of structural strategies have been effective for the Huskies. Advise the coach on what changes the network analysis indicates that they should make next season to improve team success.,比较胜/负场协作指标差异与决策树特征重要性，形成互惠传球、midfield-forward 三角、传球多样性、赛后监测四类建议，并给出面向教练的非技术备忘录。对应模型：对比分析、特征重要性、策略决策表。,official_comap_csv,question_solutions/2020/D/q03/solution.py,question_results/2020/D/q03/result.json,question_reports/2020/D/q03/report.md,question_artifacts/2020/D/q03/teamwork_feature_importance.csv
2020-D,2020,D,q04,从足球团队推广到一般跨学科团队,"As our societies increasingly solve problems involving teams, can you generalize your findings to say something about how to design and monitor successful teams in other settings?",把球员映射为专家，把传球映射为任务交接，提炼互惠信息流、冗余三元组、互动类型多样性和持续监控机制，说明如何迁移到科研、工程、医疗或应急团队。对应模型：复杂网络类比、组织协作指标迁移。,official_comap_csv,question_solutions/2020/D/q04/solution.py,question_results/2020/D/q04/result.json,question_reports/2020/D/q04/report.md,question_artifacts/2020/D/q04/passing_network_top_edges.png
2020-E,2020,E,q01,单次使用塑料废弃物安全缓解容量,Develop a model to estimate maximum levels of single-use or disposable plastic product waste that can safely be mitigated without further environmental damage.,使用官方 9% recycling、4-12 million tons ocean input 等题面数字，按区域 waste、single-use share、mitigation capacity 和 policy capacity 估算安全处理容量和溢出。,official_statement_parameters,question_solutions/2020/E/q01/solution.py,question_results/2020/E/q01/result.json,question_reports/2020/E/q01/report.md,question_artifacts/2020/E/q01/regional_safe_mitigation_capacity.csv
2020-E,2020,E,q02,达到环境安全水平的政策减量路径,"Discuss to what extent plastic waste can be reduced to reach an environmentally safe level, considering sources, alternatives, citizen impact, and policy effectiveness.",组合包装标准、reuse/refill、生产者责任、非正规回收支持和必要替代，计算 2020-2050 三年步长的剩余 single-use waste 和海洋输入。,official_statement_parameters,question_solutions/2020/E/q02/solution.py,question_results/2020/E/q02/result.json,question_reports/2020/E/q02/report.md,question_artifacts/2020/E/q02/plastic_policy_pathway.csv
2020-E,2020,E,q03,2050 全球最低可达目标及影响,Set a target for the minimal achievable level of global single-use or disposable plastic product waste and discuss impacts.,以 2050 年剩余 single-use waste 是否低于全球安全容量作为目标判据，并说明对生活方式、环境和塑料产业的影响。,official_statement_parameters,question_solutions/2020/E/q03/solution.py,question_results/2020/E/q03/result.json,question_reports/2020/E/q03/report.md,question_artifacts/2020/E/q03/plastic_waste_reduction_frontier.png
2020-E,2020,E,q04,全球危机与解决方案的公平问题,"Discuss equity issues that arise from the global crisis and intended solutions, and how ICM should address them.",构造 responsibility_score 与 support_need_score，区分高消费高能力地区的义务和高负担低能力地区的资金技术支持需求。,official_statement_parameters,question_solutions/2020/E/q04/solution.py,question_results/2020/E/q04/result.json,question_reports/2020/E/q04/report.md,question_artifacts/2020/E/q04/plastic_equity_analysis.csv
2020-E,2020,E,q05,给 ICM 的两页塑料废弃物备忘录,"Write a two-page memo to ICM describing the target, timeline, and circumstances that accelerate or hinder achievement.",把 2050 target、减量时间线、公平融资、加速条件和阻碍条件整理为面向 International Council of Plastic Waste Management 的备忘录。,official_statement_parameters,question_solutions/2020/E/q05/solution.py,question_results/2020/E/q05/result.json,question_reports/2020/E/q05/report.md,question_artifacts/2020/E/q05/plastic_policy_package_scores.csv
2020-F,2020,F,q01,环境迁移人口规模和文化风险,Analyze the scope of the EDP issue in terms of population at risk and risk of loss of culture.,对 Maldives、Tuvalu、Kiribati 和 Marshall Islands 在 managed/middle/high sea-level scenarios 下投影 80 年 population at risk，并计算 culture loss risk。,official_statement_parameters,question_solutions/2020/F/q01/solution.py,question_results/2020/F/q01/result.json,question_reports/2020/F/q01/report.md,question_artifacts/2020/F/q01/edp_scope_projection.csv
2020-F,2020,F,q02,人权迁移和文化保护政策,Propose policies to address EDPs in terms of human rights and cultural preservation.,比较 migration compacts、portable citizenship、cultural continuity trust、host adaptation finance 和 UN-triggered EDP protocol。,official_statement_parameters,question_solutions/2020/F/q02/solution.py,question_results/2020/F/q02/result.json,question_reports/2020/F/q02/report.md,question_artifacts/2020/F/q02/policy_impact_scores.csv
2020-F,2020,F,q03,政策影响模型和改进机制,Describe the development of a model used to measure policy impact and explain how it was used to design or improve policies.,用 human rights gain、culture gain、choice protection 和 cost difficulty 对政策排序，并用平均文化风险下降检验政策组合。,official_statement_parameters,question_solutions/2020/F/q03/solution.py,question_results/2020/F/q03/result.json,question_reports/2020/F/q03/report.md,question_artifacts/2020/F/q03/culture_risk_scores.csv
2020-F,2020,F,q04,UN 系统化响应建议,"Provide recommendations for how the UN should generate a systemized response for EDPs, especially preserving cultural heritage.",形成 EDP status protocol、迁移协定、文化基金、portable legal identity 和高排放/高能力国家融资责任的建议框架。,official_statement_parameters,question_solutions/2020/F/q04/solution.py,question_results/2020/F/q04/result.json,question_reports/2020/F/q04/report.md,question_artifacts/2020/F/q04/climate_migration_policy_frontier.png
2020-F,2020,F,q05,给 ICM-F 的科学简报,Synthesize the work into a cohesive answer to ICM-F as it advises the UN.,把规模、文化风险、政策组合和实施重要性压缩成面向 International Climate Migration Foundation 的跨学科简报。,official_statement_parameters,question_solutions/2020/F/q05/solution.py,question_results/2020/F/q05/result.json,question_reports/2020/F/q05/report.md,question_artifacts/2020/F/q05/culture_risk_frontier.png
