problem_id,year,code,question_index,question_label,method,solution_path,result_path,report_path,artifact_dir
2019-E,2019,E,1,问题 1,linear_programming,cumcm/generic_baselines/solutions/2019/E/q01/solution.py,cumcm/generic_baselines/results/2019/E/q01/result.json,cumcm/generic_baselines/reports/2019/E/q01/report.md,cumcm/generic_baselines/artifacts/2019/E/q01
2019-E,2019,E,2,问题 2,std_weight_topsis,cumcm/generic_baselines/solutions/2019/E/q02/solution.py,cumcm/generic_baselines/results/2019/E/q02/result.json,cumcm/generic_baselines/reports/2019/E/q02/report.md,cumcm/generic_baselines/artifacts/2019/E/q02
2019-E,2019,E,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2019/E/q03/solution.py,cumcm/generic_baselines/results/2019/E/q03/result.json,cumcm/generic_baselines/reports/2019/E/q03/report.md,cumcm/generic_baselines/artifacts/2019/E/q03
2020-A,2020,A,1,问题1,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2020/A/q01/solution.py,cumcm/generic_baselines/results/2020/A/q01/result.json,cumcm/generic_baselines/reports/2020/A/q01/report.md,cumcm/generic_baselines/artifacts/2020/A/q01
2020-A,2020,A,2,问题2,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2020/A/q02/solution.py,cumcm/generic_baselines/results/2020/A/q02/result.json,cumcm/generic_baselines/reports/2020/A/q02/report.md,cumcm/generic_baselines/artifacts/2020/A/q02
2020-A,2020,A,3,问题3,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2020/A/q03/solution.py,cumcm/generic_baselines/results/2020/A/q03/result.json,cumcm/generic_baselines/reports/2020/A/q03/report.md,cumcm/generic_baselines/artifacts/2020/A/q03
2020-A,2020,A,4,问题4,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2020/A/q04/solution.py,cumcm/generic_baselines/results/2020/A/q04/result.json,cumcm/generic_baselines/reports/2020/A/q04/report.md,cumcm/generic_baselines/artifacts/2020/A/q04
2020-B,2020,B,1,问题 1,linear_trend_forecast,cumcm/generic_baselines/solutions/2020/B/q01/solution.py,cumcm/generic_baselines/results/2020/B/q01/result.json,cumcm/generic_baselines/reports/2020/B/q01/report.md,cumcm/generic_baselines/artifacts/2020/B/q01
2020-B,2020,B,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2020/B/q02/solution.py,cumcm/generic_baselines/results/2020/B/q02/result.json,cumcm/generic_baselines/reports/2020/B/q02/report.md,cumcm/generic_baselines/artifacts/2020/B/q02
2020-B,2020,B,3,问题 3,linear_trend_forecast,cumcm/generic_baselines/solutions/2020/B/q03/solution.py,cumcm/generic_baselines/results/2020/B/q03/result.json,cumcm/generic_baselines/reports/2020/B/q03/report.md,cumcm/generic_baselines/artifacts/2020/B/q03
2020-B,2020,B,4,问题 4,linear_trend_forecast,cumcm/generic_baselines/solutions/2020/B/q04/solution.py,cumcm/generic_baselines/results/2020/B/q04/result.json,cumcm/generic_baselines/reports/2020/B/q04/report.md,cumcm/generic_baselines/artifacts/2020/B/q04
2020-B,2020,B,5,问题 5,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/B/q05/solution.py,cumcm/generic_baselines/results/2020/B/q05/result.json,cumcm/generic_baselines/reports/2020/B/q05/report.md,cumcm/generic_baselines/artifacts/2020/B/q05
2020-B,2020,B,6,问题 6,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/B/q06/solution.py,cumcm/generic_baselines/results/2020/B/q06/result.json,cumcm/generic_baselines/reports/2020/B/q06/report.md,cumcm/generic_baselines/artifacts/2020/B/q06
2020-B,2020,B,7,问题 7,linear_programming,cumcm/generic_baselines/solutions/2020/B/q07/solution.py,cumcm/generic_baselines/results/2020/B/q07/result.json,cumcm/generic_baselines/reports/2020/B/q07/report.md,cumcm/generic_baselines/artifacts/2020/B/q07
2020-B,2020,B,8,问题 8,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/B/q08/solution.py,cumcm/generic_baselines/results/2020/B/q08/result.json,cumcm/generic_baselines/reports/2020/B/q08/report.md,cumcm/generic_baselines/artifacts/2020/B/q08
2020-B,2020,B,9,问题 1,linear_trend_forecast,cumcm/generic_baselines/solutions/2020/B/q09/solution.py,cumcm/generic_baselines/results/2020/B/q09/result.json,cumcm/generic_baselines/reports/2020/B/q09/report.md,cumcm/generic_baselines/artifacts/2020/B/q09
2020-B,2020,B,10,问题 2,linear_programming,cumcm/generic_baselines/solutions/2020/B/q10/solution.py,cumcm/generic_baselines/results/2020/B/q10/result.json,cumcm/generic_baselines/reports/2020/B/q10/report.md,cumcm/generic_baselines/artifacts/2020/B/q10
2020-B,2020,B,11,问题 3,linear_programming,cumcm/generic_baselines/solutions/2020/B/q11/solution.py,cumcm/generic_baselines/results/2020/B/q11/result.json,cumcm/generic_baselines/reports/2020/B/q11/report.md,cumcm/generic_baselines/artifacts/2020/B/q11
2020-B,2020,B,12,问题 1,linear_trend_forecast,cumcm/generic_baselines/solutions/2020/B/q12/solution.py,cumcm/generic_baselines/results/2020/B/q12/result.json,cumcm/generic_baselines/reports/2020/B/q12/report.md,cumcm/generic_baselines/artifacts/2020/B/q12
2020-B,2020,B,13,问题 2,linear_programming,cumcm/generic_baselines/solutions/2020/B/q13/solution.py,cumcm/generic_baselines/results/2020/B/q13/result.json,cumcm/generic_baselines/reports/2020/B/q13/report.md,cumcm/generic_baselines/artifacts/2020/B/q13
2020-C,2020,C,1,问题 1,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q01/solution.py,cumcm/generic_baselines/results/2020/C/q01/result.json,cumcm/generic_baselines/reports/2020/C/q01/report.md,cumcm/generic_baselines/artifacts/2020/C/q01
2020-C,2020,C,2,问题 2,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q02/solution.py,cumcm/generic_baselines/results/2020/C/q02/result.json,cumcm/generic_baselines/reports/2020/C/q02/report.md,cumcm/generic_baselines/artifacts/2020/C/q02
2020-C,2020,C,3,问题 3,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2020/C/q03/solution.py,cumcm/generic_baselines/results/2020/C/q03/result.json,cumcm/generic_baselines/reports/2020/C/q03/report.md,cumcm/generic_baselines/artifacts/2020/C/q03
2020-C,2020,C,4,问题 1,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q04/solution.py,cumcm/generic_baselines/results/2020/C/q04/result.json,cumcm/generic_baselines/reports/2020/C/q04/report.md,cumcm/generic_baselines/artifacts/2020/C/q04
2020-C,2020,C,5,问题 2,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q05/solution.py,cumcm/generic_baselines/results/2020/C/q05/result.json,cumcm/generic_baselines/reports/2020/C/q05/report.md,cumcm/generic_baselines/artifacts/2020/C/q05
2020-C,2020,C,6,问题 3,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q06/solution.py,cumcm/generic_baselines/results/2020/C/q06/result.json,cumcm/generic_baselines/reports/2020/C/q06/report.md,cumcm/generic_baselines/artifacts/2020/C/q06
2020-C,2020,C,7,问题 4,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q07/solution.py,cumcm/generic_baselines/results/2020/C/q07/result.json,cumcm/generic_baselines/reports/2020/C/q07/report.md,cumcm/generic_baselines/artifacts/2020/C/q07
2020-C,2020,C,8,问题 5,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q08/solution.py,cumcm/generic_baselines/results/2020/C/q08/result.json,cumcm/generic_baselines/reports/2020/C/q08/report.md,cumcm/generic_baselines/artifacts/2020/C/q08
2020-C,2020,C,9,问题 6,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/C/q09/solution.py,cumcm/generic_baselines/results/2020/C/q09/result.json,cumcm/generic_baselines/reports/2020/C/q09/report.md,cumcm/generic_baselines/artifacts/2020/C/q09
2020-C,2020,C,10,问题 7,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2020/C/q10/solution.py,cumcm/generic_baselines/results/2020/C/q10/result.json,cumcm/generic_baselines/reports/2020/C/q10/report.md,cumcm/generic_baselines/artifacts/2020/C/q10
2020-D,2020,D,1,问题1,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2020/D/q01/solution.py,cumcm/generic_baselines/results/2020/D/q01/result.json,cumcm/generic_baselines/reports/2020/D/q01/report.md,cumcm/generic_baselines/artifacts/2020/D/q01
2020-D,2020,D,2,问题2,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2020/D/q02/solution.py,cumcm/generic_baselines/results/2020/D/q02/result.json,cumcm/generic_baselines/reports/2020/D/q02/report.md,cumcm/generic_baselines/artifacts/2020/D/q02
2020-D,2020,D,3,问题3,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/D/q03/solution.py,cumcm/generic_baselines/results/2020/D/q03/result.json,cumcm/generic_baselines/reports/2020/D/q03/report.md,cumcm/generic_baselines/artifacts/2020/D/q03
2020-D,2020,D,4,问题4,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/D/q04/solution.py,cumcm/generic_baselines/results/2020/D/q04/result.json,cumcm/generic_baselines/reports/2020/D/q04/report.md,cumcm/generic_baselines/artifacts/2020/D/q04
2020-E,2020,E,1,问题 1,quadratic_least_squares,cumcm/generic_baselines/solutions/2020/E/q01/solution.py,cumcm/generic_baselines/results/2020/E/q01/result.json,cumcm/generic_baselines/reports/2020/E/q01/report.md,cumcm/generic_baselines/artifacts/2020/E/q01
2020-E,2020,E,2,问题 2,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2020/E/q02/solution.py,cumcm/generic_baselines/results/2020/E/q02/result.json,cumcm/generic_baselines/reports/2020/E/q02/report.md,cumcm/generic_baselines/artifacts/2020/E/q02
2020-E,2020,E,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2020/E/q03/solution.py,cumcm/generic_baselines/results/2020/E/q03/result.json,cumcm/generic_baselines/reports/2020/E/q03/report.md,cumcm/generic_baselines/artifacts/2020/E/q03
2021-A,2021,A,1,问题 1,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2021/A/q01/solution.py,cumcm/generic_baselines/results/2021/A/q01/result.json,cumcm/generic_baselines/reports/2021/A/q01/report.md,cumcm/generic_baselines/artifacts/2021/A/q01
2021-A,2021,A,2,问题 2,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2021/A/q02/solution.py,cumcm/generic_baselines/results/2021/A/q02/result.json,cumcm/generic_baselines/reports/2021/A/q02/report.md,cumcm/generic_baselines/artifacts/2021/A/q02
2021-A,2021,A,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2021/A/q03/solution.py,cumcm/generic_baselines/results/2021/A/q03/result.json,cumcm/generic_baselines/reports/2021/A/q03/report.md,cumcm/generic_baselines/artifacts/2021/A/q03
2021-A,2021,A,4,问题 1,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2021/A/q04/solution.py,cumcm/generic_baselines/results/2021/A/q04/result.json,cumcm/generic_baselines/reports/2021/A/q04/report.md,cumcm/generic_baselines/artifacts/2021/A/q04
2021-A,2021,A,5,问题 2,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2021/A/q05/solution.py,cumcm/generic_baselines/results/2021/A/q05/result.json,cumcm/generic_baselines/reports/2021/A/q05/report.md,cumcm/generic_baselines/artifacts/2021/A/q05
2021-A,2021,A,6,问题 3,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2021/A/q06/solution.py,cumcm/generic_baselines/results/2021/A/q06/result.json,cumcm/generic_baselines/reports/2021/A/q06/report.md,cumcm/generic_baselines/artifacts/2021/A/q06
2021-A,2021,A,7,问题 4,fft_feature_extraction,cumcm/generic_baselines/solutions/2021/A/q07/solution.py,cumcm/generic_baselines/results/2021/A/q07/result.json,cumcm/generic_baselines/reports/2021/A/q07/report.md,cumcm/generic_baselines/artifacts/2021/A/q07
2021-A,2021,A,8,问题 5,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2021/A/q08/solution.py,cumcm/generic_baselines/results/2021/A/q08/result.json,cumcm/generic_baselines/reports/2021/A/q08/report.md,cumcm/generic_baselines/artifacts/2021/A/q08
2021-A,2021,A,9,问题 6,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2021/A/q09/solution.py,cumcm/generic_baselines/results/2021/A/q09/result.json,cumcm/generic_baselines/reports/2021/A/q09/report.md,cumcm/generic_baselines/artifacts/2021/A/q09
2021-A,2021,A,10,问题 7,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2021/A/q10/solution.py,cumcm/generic_baselines/results/2021/A/q10/result.json,cumcm/generic_baselines/reports/2021/A/q10/report.md,cumcm/generic_baselines/artifacts/2021/A/q10
2021-A,2021,A,11,问题 8,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2021/A/q11/solution.py,cumcm/generic_baselines/results/2021/A/q11/result.json,cumcm/generic_baselines/reports/2021/A/q11/report.md,cumcm/generic_baselines/artifacts/2021/A/q11
2021-B,2021,B,1,问题 1,quadratic_least_squares,cumcm/generic_baselines/solutions/2021/B/q01/solution.py,cumcm/generic_baselines/results/2021/B/q01/result.json,cumcm/generic_baselines/reports/2021/B/q01/report.md,cumcm/generic_baselines/artifacts/2021/B/q01
2021-B,2021,B,2,问题 2,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2021/B/q02/solution.py,cumcm/generic_baselines/results/2021/B/q02/result.json,cumcm/generic_baselines/reports/2021/B/q02/report.md,cumcm/generic_baselines/artifacts/2021/B/q02
2021-B,2021,B,3,问题 3,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2021/B/q03/solution.py,cumcm/generic_baselines/results/2021/B/q03/result.json,cumcm/generic_baselines/reports/2021/B/q03/report.md,cumcm/generic_baselines/artifacts/2021/B/q03
2021-B,2021,B,4,问题 4,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2021/B/q04/solution.py,cumcm/generic_baselines/results/2021/B/q04/result.json,cumcm/generic_baselines/reports/2021/B/q04/report.md,cumcm/generic_baselines/artifacts/2021/B/q04
2021-C,2021,C,1,问题 1,quadratic_least_squares,cumcm/generic_baselines/solutions/2021/C/q01/solution.py,cumcm/generic_baselines/results/2021/C/q01/result.json,cumcm/generic_baselines/reports/2021/C/q01/report.md,cumcm/generic_baselines/artifacts/2021/C/q01
2021-C,2021,C,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2021/C/q02/solution.py,cumcm/generic_baselines/results/2021/C/q02/result.json,cumcm/generic_baselines/reports/2021/C/q02/report.md,cumcm/generic_baselines/artifacts/2021/C/q02
2021-C,2021,C,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2021/C/q03/solution.py,cumcm/generic_baselines/results/2021/C/q03/result.json,cumcm/generic_baselines/reports/2021/C/q03/report.md,cumcm/generic_baselines/artifacts/2021/C/q03
2021-C,2021,C,4,问题 4,linear_programming,cumcm/generic_baselines/solutions/2021/C/q04/solution.py,cumcm/generic_baselines/results/2021/C/q04/result.json,cumcm/generic_baselines/reports/2021/C/q04/report.md,cumcm/generic_baselines/artifacts/2021/C/q04
2021-C,2021,C,5,问题 1,quadratic_least_squares,cumcm/generic_baselines/solutions/2021/C/q05/solution.py,cumcm/generic_baselines/results/2021/C/q05/result.json,cumcm/generic_baselines/reports/2021/C/q05/report.md,cumcm/generic_baselines/artifacts/2021/C/q05
2021-C,2021,C,6,问题 2,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2021/C/q06/solution.py,cumcm/generic_baselines/results/2021/C/q06/result.json,cumcm/generic_baselines/reports/2021/C/q06/report.md,cumcm/generic_baselines/artifacts/2021/C/q06
2021-D,2021,D,1,问题 1,linear_programming,cumcm/generic_baselines/solutions/2021/D/q01/solution.py,cumcm/generic_baselines/results/2021/D/q01/result.json,cumcm/generic_baselines/reports/2021/D/q01/report.md,cumcm/generic_baselines/artifacts/2021/D/q01
2021-D,2021,D,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2021/D/q02/solution.py,cumcm/generic_baselines/results/2021/D/q02/result.json,cumcm/generic_baselines/reports/2021/D/q02/report.md,cumcm/generic_baselines/artifacts/2021/D/q02
2021-D,2021,D,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2021/D/q03/solution.py,cumcm/generic_baselines/results/2021/D/q03/result.json,cumcm/generic_baselines/reports/2021/D/q03/report.md,cumcm/generic_baselines/artifacts/2021/D/q03
2021-E,2021,E,1,问题 1,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2021/E/q01/solution.py,cumcm/generic_baselines/results/2021/E/q01/result.json,cumcm/generic_baselines/reports/2021/E/q01/report.md,cumcm/generic_baselines/artifacts/2021/E/q01
2021-E,2021,E,2,问题 2,quadratic_least_squares,cumcm/generic_baselines/solutions/2021/E/q02/solution.py,cumcm/generic_baselines/results/2021/E/q02/result.json,cumcm/generic_baselines/reports/2021/E/q02/report.md,cumcm/generic_baselines/artifacts/2021/E/q02
2021-E,2021,E,3,问题 3,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2021/E/q03/solution.py,cumcm/generic_baselines/results/2021/E/q03/result.json,cumcm/generic_baselines/reports/2021/E/q03/report.md,cumcm/generic_baselines/artifacts/2021/E/q03
2021-E,2021,E,4,问题 4,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2021/E/q04/solution.py,cumcm/generic_baselines/results/2021/E/q04/result.json,cumcm/generic_baselines/reports/2021/E/q04/report.md,cumcm/generic_baselines/artifacts/2021/E/q04
2022-A,2022,A,1,问题1,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2022/A/q01/solution.py,cumcm/generic_baselines/results/2022/A/q01/result.json,cumcm/generic_baselines/reports/2022/A/q01/report.md,cumcm/generic_baselines/artifacts/2022/A/q01
2022-A,2022,A,2,问题2,linear_programming,cumcm/generic_baselines/solutions/2022/A/q02/solution.py,cumcm/generic_baselines/results/2022/A/q02/result.json,cumcm/generic_baselines/reports/2022/A/q02/report.md,cumcm/generic_baselines/artifacts/2022/A/q02
2022-A,2022,A,3,问题3,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2022/A/q03/solution.py,cumcm/generic_baselines/results/2022/A/q03/result.json,cumcm/generic_baselines/reports/2022/A/q03/report.md,cumcm/generic_baselines/artifacts/2022/A/q03
2022-A,2022,A,4,问题4,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2022/A/q04/solution.py,cumcm/generic_baselines/results/2022/A/q04/result.json,cumcm/generic_baselines/reports/2022/A/q04/report.md,cumcm/generic_baselines/artifacts/2022/A/q04
2022-B,2022,B,1,问题 1,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2022/B/q01/solution.py,cumcm/generic_baselines/results/2022/B/q01/result.json,cumcm/generic_baselines/reports/2022/B/q01/report.md,cumcm/generic_baselines/artifacts/2022/B/q01
2022-B,2022,B,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2022/B/q02/solution.py,cumcm/generic_baselines/results/2022/B/q02/result.json,cumcm/generic_baselines/reports/2022/B/q02/report.md,cumcm/generic_baselines/artifacts/2022/B/q02
2022-C,2022,C,1,问题1,quadratic_least_squares,cumcm/generic_baselines/solutions/2022/C/q01/solution.py,cumcm/generic_baselines/results/2022/C/q01/result.json,cumcm/generic_baselines/reports/2022/C/q01/report.md,cumcm/generic_baselines/artifacts/2022/C/q01
2022-C,2022,C,2,问题2,quadratic_least_squares,cumcm/generic_baselines/solutions/2022/C/q02/solution.py,cumcm/generic_baselines/results/2022/C/q02/result.json,cumcm/generic_baselines/reports/2022/C/q02/report.md,cumcm/generic_baselines/artifacts/2022/C/q02
2022-C,2022,C,3,问题3,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2022/C/q03/solution.py,cumcm/generic_baselines/results/2022/C/q03/result.json,cumcm/generic_baselines/reports/2022/C/q03/report.md,cumcm/generic_baselines/artifacts/2022/C/q03
2022-C,2022,C,4,问题4,logistic_regression_plus_kmeans,cumcm/generic_baselines/solutions/2022/C/q04/solution.py,cumcm/generic_baselines/results/2022/C/q04/result.json,cumcm/generic_baselines/reports/2022/C/q04/report.md,cumcm/generic_baselines/artifacts/2022/C/q04
2022-D,2022,D,1,问题 1,linear_programming,cumcm/generic_baselines/solutions/2022/D/q01/solution.py,cumcm/generic_baselines/results/2022/D/q01/result.json,cumcm/generic_baselines/reports/2022/D/q01/report.md,cumcm/generic_baselines/artifacts/2022/D/q01
2022-D,2022,D,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2022/D/q02/solution.py,cumcm/generic_baselines/results/2022/D/q02/result.json,cumcm/generic_baselines/reports/2022/D/q02/report.md,cumcm/generic_baselines/artifacts/2022/D/q02
2022-D,2022,D,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2022/D/q03/solution.py,cumcm/generic_baselines/results/2022/D/q03/result.json,cumcm/generic_baselines/reports/2022/D/q03/report.md,cumcm/generic_baselines/artifacts/2022/D/q03
2022-E,2022,E,1,问题1,quadratic_least_squares,cumcm/generic_baselines/solutions/2022/E/q01/solution.py,cumcm/generic_baselines/results/2022/E/q01/result.json,cumcm/generic_baselines/reports/2022/E/q01/report.md,cumcm/generic_baselines/artifacts/2022/E/q01
2022-E,2022,E,2,问题2,quadratic_least_squares,cumcm/generic_baselines/solutions/2022/E/q02/solution.py,cumcm/generic_baselines/results/2022/E/q02/result.json,cumcm/generic_baselines/reports/2022/E/q02/report.md,cumcm/generic_baselines/artifacts/2022/E/q02
2022-E,2022,E,3,问题3,std_weight_topsis,cumcm/generic_baselines/solutions/2022/E/q03/solution.py,cumcm/generic_baselines/results/2022/E/q03/result.json,cumcm/generic_baselines/reports/2022/E/q03/report.md,cumcm/generic_baselines/artifacts/2022/E/q03
2022-E,2022,E,4,问题4,quadratic_least_squares,cumcm/generic_baselines/solutions/2022/E/q04/solution.py,cumcm/generic_baselines/results/2022/E/q04/result.json,cumcm/generic_baselines/reports/2022/E/q04/report.md,cumcm/generic_baselines/artifacts/2022/E/q04
2023-A,2023,A,1,问题1,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2023/A/q01/solution.py,cumcm/generic_baselines/results/2023/A/q01/result.json,cumcm/generic_baselines/reports/2023/A/q01/report.md,cumcm/generic_baselines/artifacts/2023/A/q01
2023-A,2023,A,2,问题2,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2023/A/q02/solution.py,cumcm/generic_baselines/results/2023/A/q02/result.json,cumcm/generic_baselines/reports/2023/A/q02/report.md,cumcm/generic_baselines/artifacts/2023/A/q02
2023-A,2023,A,3,问题3,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2023/A/q03/solution.py,cumcm/generic_baselines/results/2023/A/q03/result.json,cumcm/generic_baselines/reports/2023/A/q03/report.md,cumcm/generic_baselines/artifacts/2023/A/q03
2023-B,2023,B,1,问题1,quadratic_least_squares,cumcm/generic_baselines/solutions/2023/B/q01/solution.py,cumcm/generic_baselines/results/2023/B/q01/result.json,cumcm/generic_baselines/reports/2023/B/q01/report.md,cumcm/generic_baselines/artifacts/2023/B/q01
2023-B,2023,B,2,问题2,quadratic_least_squares,cumcm/generic_baselines/solutions/2023/B/q02/solution.py,cumcm/generic_baselines/results/2023/B/q02/result.json,cumcm/generic_baselines/reports/2023/B/q02/report.md,cumcm/generic_baselines/artifacts/2023/B/q02
2023-B,2023,B,3,问题3,linear_programming,cumcm/generic_baselines/solutions/2023/B/q03/solution.py,cumcm/generic_baselines/results/2023/B/q03/result.json,cumcm/generic_baselines/reports/2023/B/q03/report.md,cumcm/generic_baselines/artifacts/2023/B/q03
2023-B,2023,B,4,问题4,quadratic_least_squares,cumcm/generic_baselines/solutions/2023/B/q04/solution.py,cumcm/generic_baselines/results/2023/B/q04/result.json,cumcm/generic_baselines/reports/2023/B/q04/report.md,cumcm/generic_baselines/artifacts/2023/B/q04
2023-C,2023,C,1,问题1,quadratic_least_squares,cumcm/generic_baselines/solutions/2023/C/q01/solution.py,cumcm/generic_baselines/results/2023/C/q01/result.json,cumcm/generic_baselines/reports/2023/C/q01/report.md,cumcm/generic_baselines/artifacts/2023/C/q01
2023-C,2023,C,2,问题2,linear_programming,cumcm/generic_baselines/solutions/2023/C/q02/solution.py,cumcm/generic_baselines/results/2023/C/q02/result.json,cumcm/generic_baselines/reports/2023/C/q02/report.md,cumcm/generic_baselines/artifacts/2023/C/q02
2023-C,2023,C,3,问题3,linear_programming,cumcm/generic_baselines/solutions/2023/C/q03/solution.py,cumcm/generic_baselines/results/2023/C/q03/result.json,cumcm/generic_baselines/reports/2023/C/q03/report.md,cumcm/generic_baselines/artifacts/2023/C/q03
2023-C,2023,C,4,问题4,linear_programming,cumcm/generic_baselines/solutions/2023/C/q04/solution.py,cumcm/generic_baselines/results/2023/C/q04/result.json,cumcm/generic_baselines/reports/2023/C/q04/report.md,cumcm/generic_baselines/artifacts/2023/C/q04
2023-D,2023,D,1,问题 1,binomial_sampling_design,cumcm/generic_baselines/solutions/2023/D/q01/solution.py,cumcm/generic_baselines/results/2023/D/q01/result.json,cumcm/generic_baselines/reports/2023/D/q01/report.md,cumcm/generic_baselines/artifacts/2023/D/q01
2023-D,2023,D,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2023/D/q02/solution.py,cumcm/generic_baselines/results/2023/D/q02/result.json,cumcm/generic_baselines/reports/2023/D/q02/report.md,cumcm/generic_baselines/artifacts/2023/D/q02
2023-D,2023,D,3,问题 3,linear_trend_forecast,cumcm/generic_baselines/solutions/2023/D/q03/solution.py,cumcm/generic_baselines/results/2023/D/q03/result.json,cumcm/generic_baselines/reports/2023/D/q03/report.md,cumcm/generic_baselines/artifacts/2023/D/q03
2023-E,2023,E,1,问题1,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2023/E/q01/solution.py,cumcm/generic_baselines/results/2023/E/q01/result.json,cumcm/generic_baselines/reports/2023/E/q01/report.md,cumcm/generic_baselines/artifacts/2023/E/q01
2023-E,2023,E,2,问题2,first_order_dynamic_simulation,cumcm/generic_baselines/solutions/2023/E/q02/solution.py,cumcm/generic_baselines/results/2023/E/q02/result.json,cumcm/generic_baselines/reports/2023/E/q02/report.md,cumcm/generic_baselines/artifacts/2023/E/q02
2023-E,2023,E,3,问题3,linear_programming,cumcm/generic_baselines/solutions/2023/E/q03/solution.py,cumcm/generic_baselines/results/2023/E/q03/result.json,cumcm/generic_baselines/reports/2023/E/q03/report.md,cumcm/generic_baselines/artifacts/2023/E/q03
2023-E,2023,E,4,问题4,quadratic_least_squares,cumcm/generic_baselines/solutions/2023/E/q04/solution.py,cumcm/generic_baselines/results/2023/E/q04/result.json,cumcm/generic_baselines/reports/2023/E/q04/report.md,cumcm/generic_baselines/artifacts/2023/E/q04
2024-A,2024,A,1,问题 1,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2024/A/q01/solution.py,cumcm/generic_baselines/results/2024/A/q01/result.json,cumcm/generic_baselines/reports/2024/A/q01/report.md,cumcm/generic_baselines/artifacts/2024/A/q01
2024-A,2024,A,2,问题 2,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2024/A/q02/solution.py,cumcm/generic_baselines/results/2024/A/q02/result.json,cumcm/generic_baselines/reports/2024/A/q02/report.md,cumcm/generic_baselines/artifacts/2024/A/q02
2024-A,2024,A,3,问题 3,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2024/A/q03/solution.py,cumcm/generic_baselines/results/2024/A/q03/result.json,cumcm/generic_baselines/reports/2024/A/q03/report.md,cumcm/generic_baselines/artifacts/2024/A/q03
2024-A,2024,A,4,问题 4,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2024/A/q04/solution.py,cumcm/generic_baselines/results/2024/A/q04/result.json,cumcm/generic_baselines/reports/2024/A/q04/report.md,cumcm/generic_baselines/artifacts/2024/A/q04
