year,code,problem_id,title,core,question_count,recommended_models,problem_path,solution_path,result_path,report_path
2020,E,2020-E,2020年 CUMCM E题：校园供水系统智能管理,本题核心是把 `2020年 CUMCM E题：校园供水系统智能管理` 的业务场景转化为可计算的数学模型，重点围绕 规划优化模型、微分方程与动力系统、机器学习与统计 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：输水管网的漏损是一个严重问题。资料显示，在维护良好的公共供水网络中，平均失水在5%左右；而在比较老旧的管网中，失水则会更多。请利用附件提供的数据，建立数学模型，分析该校园供水管网的漏损情况,3,规划优化模型(CH3)；微分方程与动力系统(CH2)；评价与决策模型(CH7)；机器学习与统计(CH9),cumcm/problems/2020/E.md,cumcm/solutions/2020/E/solution.py,cumcm/results/2020/E/result.json,cumcm/reports/2020/E/report.md
2021,A,2021-A,2021年 CUMCM A题：FAST”主动反射面的形状调节,"本题核心是把 `2021年 CUMCM A题：FAST”主动反射面的形状调节` 的业务场景转化为可计算的数学模型，重点围绕 几何与方程模型、评价与决策模型、微分方程与动力系统 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：当待观测天体𝑆位于基准球面正上方，即𝛼 = 0°, 𝛽 = 90°时，结合考虑反射面板调节因 素，确定理想抛物面。",11,几何与方程模型(CH1)；评价与决策模型(CH7)；微分方程与动力系统(CH2)；规划优化模型(CH3),cumcm/problems/2021/A.md,cumcm/solutions/2021/A/solution.py,cumcm/results/2021/A/result.json,cumcm/reports/2021/A/report.md
2021,B,2021-B,2021年 CUMCM B题：乙醇偶合制备 C4 烯烃,本题核心是把 `2021年 CUMCM B题：乙醇偶合制备 C4 烯烃` 的业务场景转化为可计算的数学模型，重点围绕 微分方程与动力系统、规划优化模型、数据处理与拟合 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：对附件 1 中每种催化剂组合，分别研究乙醇转化率、C4 烯烃的选择性与温 度的关系， 并对附件 2 中 350 度时给定的催化剂组合在一次实验不同时间的测试结 果进行分析。,4,微分方程与动力系统(CH2)；规划优化模型(CH3)；数据处理与拟合(CH6)；评价与决策模型(CH7),cumcm/problems/2021/B.md,cumcm/solutions/2021/B/solution.py,cumcm/results/2021/B/result.json,cumcm/reports/2021/B/report.md
2021,C,2021-C,2021年 CUMCM C题：生产企业原材料的订购与运输,本题核心是把 `2021年 CUMCM C题：生产企业原材料的订购与运输` 的业务场景转化为可计算的数学模型，重点围绕 规划优化模型、数据处理与拟合、评价与决策模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：根据附件1，对402 家供应商的供货特征进行量化分析，建立反映保障企业生产 重要性的数学模型，在此基础上确定50 家最重要的供应商， 并在论文中列表给出结果。,6,规划优化模型(CH3)；评价与决策模型(CH7)；数据处理与拟合(CH6)；时间序列模型(CH8),cumcm/problems/2021/C.md,cumcm/solutions/2021/C/solution.py,cumcm/results/2021/C/result.json,cumcm/reports/2021/C/report.md
2021,D,2021-D,2021年 CUMCM D题：连铸切割的,本题核心是把 `2021年 CUMCM D题：连铸切割的` 的业务场景转化为可计算的数学模型，重点围绕 规划优化模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：在满足基本要求和正常要求的条件下，依据尾坯长度制定出最优的 切割方案。假定用户目标值为 9.5 米，目标范围为 9.0~10.0 米，对以下尾坯长 度：109.0、93.4、80.9、72.0、62.7、52.5、44.9、42.7、31.,3,规划优化模型(CH3)；评价与决策模型(CH7)；数据处理与拟合(CH6)；图像文本与信号(CH10),cumcm/problems/2021/D.md,cumcm/solutions/2021/D/solution.py,cumcm/results/2021/D/result.json,cumcm/reports/2021/D/report.md
2021,E,2021-E,2021年 CUMCM E题：中药材的鉴别,本题核心是把 `2021年 CUMCM E题：中药材的鉴别` 的业务场景转化为可计算的数学模型，重点围绕 评价与决策模型、数据处理与拟合、微分方程与动力系统 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：根据附件 1 中几种药材的中红外光谱数据，研究不同种类药材的特 征和差异性，并鉴别药材的种类。,4,微分方程与动力系统(CH2)；评价与决策模型(CH7)；数据处理与拟合(CH6)；机器学习与统计(CH9),cumcm/problems/2021/E.md,cumcm/solutions/2021/E/solution.py,cumcm/results/2021/E/result.json,cumcm/reports/2021/E/report.md
2022,B,2022-B,2022年 CUMCM B题：无人机遂行编队飞行中的纯方位无源定位,本题核心是把 `2022年 CUMCM B题：无人机遂行编队飞行中的纯方位无源定位` 的业务场景转化为可计算的数学模型，重点围绕 几何与方程模型、规划优化模型、数据处理与拟合 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：编队由 10 架无人机组成，形成圆形编队，其中 9 架无人机（编号 FY01~FY09）均 匀分布在某一圆周上，另 1 架无人机（编号 FY00）位于圆心（见图 2）。无人机基于自身感知 的高度信息，均保持在同一个高度上飞行。,2,几何与方程模型(CH1)；规划优化模型(CH3)；数据处理与拟合(CH6)；评价与决策模型(CH7),cumcm/problems/2022/B.md,cumcm/solutions/2022/B/solution.py,cumcm/results/2022/B/result.json,cumcm/reports/2022/B/report.md
2022,D,2022-D,2022年 CUMCM D题：气象报文信息卫星通信传输,本题核心是把 `2022年 CUMCM D题：气象报文信息卫星通信传输` 的业务场景转化为可计算的数学模型，重点围绕 几何与方程模型、微分方程与动力系统、规划优化模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：(1) 要求在 𝐾 分钟内完成 𝑁 (≥ 5) 支分队主站间气象报文的信息共享，请研究 𝐾 的最小值与 𝑁 的关系，并建立 𝐾 分钟内实现 𝑁 个主站间气象报文信息共享的一般传输 模型。 (2) 在上述模型中， 取 𝑁 = 9， 给出 𝐾,3,微分方程与动力系统(CH2)；几何与方程模型(CH1)；规划优化模型(CH3)；评价与决策模型(CH7),cumcm/problems/2022/D.md,cumcm/solutions/2022/D/solution.py,cumcm/results/2022/D/result.json,cumcm/reports/2022/D/report.md
2023,D,2023-D,2023年 CUMCM D题：圈养湖羊的空间利用率,本题核心是把 `2023年 CUMCM D题：圈养湖羊的空间利用率` 的业务场景转化为可计算的数学模型，重点围绕 规划优化模型、时间序列模型、几何与方程模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：不考虑不确定因素和种羊的淘汰更新，假定自然交配期 20 天，母羊都能受孕，孕 期 149 天，每胎产羔 2 只，哺乳期 40 天，羔羊育肥期 210 天，母羊空怀休整期 20 天。该湖羊 养殖场现有 112 个标准羊栏，在实现连续生产的条件,3,规划优化模型(CH3)；评价与决策模型(CH7)；时间序列模型(CH8)；几何与方程模型(CH1),cumcm/problems/2023/D.md,cumcm/solutions/2023/D/solution.py,cumcm/results/2023/D/result.json,cumcm/reports/2023/D/report.md
2024,A,2024-A,2024年 CUMCM A题：板凳龙”  闹元宵,本题核心是把 `2024年 CUMCM A题：板凳龙”  闹元宵` 的业务场景转化为可计算的数学模型，重点围绕 几何与方程模型、微分方程与动力系统、图论与复杂网络 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：舞龙队沿螺距为 55 cm 的等距螺线顺时针盘入，各把手中心均位于螺线上。龙 头前把手的行进速度始终保持 1 m/s。初始时，龙头位于螺线第 16 圈 A 点处（见图 4）。请 给出从初始时刻到 300 s 为止，每秒整个舞龙队的位置和速度,5,微分方程与动力系统(CH2)；数据处理与拟合(CH6)；几何与方程模型(CH1)；图论与复杂网络(CH4),cumcm/problems/2024/A.md,cumcm/solutions/2024/A/solution.py,cumcm/results/2024/A/result.json,cumcm/reports/2024/A/report.md
2024,B,2024-B,2024年 CUMCM B题：生产过程中的决策,本题核心是把 `2024年 CUMCM B题：生产过程中的决策` 的业务场景转化为可计算的数学模型，重点围绕 规划优化模型、评价与决策模型、机器学习与统计 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：供应商声称一批零配件（零配件 1 或零配件 2）的次品率不会超过某个标称值。 企业准备采用抽样检测方法决定是否接收从供应商购买的这批零配件， 检测费用由企业自行 承担。请为企业设计检测次数尽可能少的抽样检测方案。 如果标称值为 10%，根据,4,规划优化模型(CH3)；评价与决策模型(CH7)；机器学习与统计(CH9)；数据处理与拟合(CH6),cumcm/problems/2024/B.md,cumcm/solutions/2024/B/solution.py,cumcm/results/2024/B/result.json,cumcm/reports/2024/B/report.md
2024,C,2024-C,2024年 CUMCM C题：农作物的种植策略,本题核心是把 `2024年 CUMCM C题：农作物的种植策略` 的业务场景转化为可计算的数学模型，重点围绕 规划优化模型、评价与决策模型、时间序列模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：假定各种农作物未来的预期销售量、种植成本、亩产量和销售价格相对于 2023 年保持 稳定，每季种植的农作物在当季销售。如果某种作物每季的总产量超过相应的预期销售量，超过部 分不能正常销售。请针对以下两种情况，分别给出该乡村 2024~203,3,规划优化模型(CH3)；评价与决策模型(CH7)；时间序列模型(CH8)；数据处理与拟合(CH6),cumcm/problems/2024/C.md,cumcm/solutions/2024/C/solution.py,cumcm/results/2024/C/result.json,cumcm/reports/2024/C/report.md
2024,D,2024-D,2024年 CUMCM D题：反潜航空深弹命中概率,本题核心是把 `2024年 CUMCM D题：反潜航空深弹命中概率` 的业务场景转化为可计算的数学模型，重点围绕 几何与方程模型、规划优化模型、评价与决策模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：投射一枚深弹，潜艇中心位置的深度定位没有误差， 两个水平坐标定位均服从 正态分布。分析投弹最大命中概率与投弹落点平面坐标及定深引信引爆深度之间的关系， 并 给出使得投弹命中概率最大的投弹方案，及相应的最大命中概率表达式。 针对以下参数值给出,3,几何与方程模型(CH1)；规划优化模型(CH3)；评价与决策模型(CH7)；数据处理与拟合(CH6),cumcm/problems/2024/D.md,cumcm/solutions/2024/D/solution.py,cumcm/results/2024/D/result.json,cumcm/reports/2024/D/report.md
2024,E,2024-E,2024年 CUMCM E题：交通流量管控,本题核心是把 `2024年 CUMCM E题：交通流量管控` 的业务场景转化为可计算的数学模型，重点围绕 图论与复杂网络、评价与决策模型、规划优化模型 展开；起手应先梳理变量、约束、目标函数/评价指标，再按每问逐步建模。第一问通常给出主要建模入口：对经中路-纬中路交叉口，根据车流量的差异，可将一天分成若干个时段，估 计不同时段各个相位（包括四个方向直行、转弯）车流量。,4,评价与决策模型(CH7)；规划优化模型(CH3)；图论与复杂网络(CH4)；数据处理与拟合(CH6),cumcm/problems/2024/E.md,cumcm/solutions/2024/E/solution.py,cumcm/results/2024/E/result.json,cumcm/reports/2024/E/report.md
