problem_id,year,code,question,question_index,question_label,method,solution_path,result_path,report_path,artifact_dir,real_solution_path
2019-B,2019,B,q07,07,"HELP, Inc. 管理层备忘录",report_outline_baseline,mcm/generic_baselines/solutions/2019/B/q07/solution.py,mcm/generic_baselines/results/2019/B/q07/result.json,mcm/generic_baselines/reports/2019/B/q07/report.md,mcm/generic_baselines/artifacts/2019/B/q07,question_solutions/2019/B/q07/solution.py
2019-C,2019,C,q01,01,NFLIS 县域传播、起始位置与 2020 风险预测,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2019/C/q01/solution.py,mcm/generic_baselines/results/2019/C/q01/result.json,mcm/generic_baselines/reports/2019/C/q01/report.md,mcm/generic_baselines/artifacts/2019/C/q01,question_solutions/2019/C/q01/solution.py
2019-C,2019,C,q02,02,ACS 社会经济因素关联与模型修正,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2019/C/q02/solution.py,mcm/generic_baselines/results/2019/C/q02/result.json,mcm/generic_baselines/reports/2019/C/q02/report.md,mcm/generic_baselines/artifacts/2019/C/q02,question_solutions/2019/C/q02/solution.py
2019-C,2019,C,q03,03,反制策略情景、参数边界与 DEA/NFLIS 备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2019/C/q03/solution.py,mcm/generic_baselines/results/2019/C/q03/result.json,mcm/generic_baselines/reports/2019/C/q03/report.md,mcm/generic_baselines/artifacts/2019/C/q03,question_solutions/2019/C/q03/solution.py
2019-D,2019,D,q01,01,卢浮宫基线疏散模型与瓶颈识别,evidence_table_baseline,mcm/generic_baselines/solutions/2019/D/q01/solution.py,mcm/generic_baselines/results/2019/D/q01/result.json,mcm/generic_baselines/reports/2019/D/q01/report.md,mcm/generic_baselines/artifacts/2019/D/q01,question_solutions/2019/D/q01/solution.py
2019-D,2019,D,q02,02,威胁情景、额外出口与救援进入权衡,network_path_baseline,mcm/generic_baselines/solutions/2019/D/q02/solution.py,mcm/generic_baselines/results/2019/D/q02/result.json,mcm/generic_baselines/reports/2019/D/q02/report.md,mcm/generic_baselines/artifacts/2019/D/q02,question_solutions/2019/D/q02/solution.py
2019-D,2019,D,q03,03,技术实施与人群管理政策,network_path_baseline,mcm/generic_baselines/solutions/2019/D/q03/solution.py,mcm/generic_baselines/results/2019/D/q03/result.json,mcm/generic_baselines/reports/2019/D/q03/report.md,mcm/generic_baselines/artifacts/2019/D/q03,question_solutions/2019/D/q03/solution.py
2019-D,2019,D,q04,04,验证、模型局限与大型拥挤结构迁移,evidence_table_baseline,mcm/generic_baselines/solutions/2019/D/q04/solution.py,mcm/generic_baselines/results/2019/D/q04/result.json,mcm/generic_baselines/reports/2019/D/q04/report.md,mcm/generic_baselines/artifacts/2019/D/q04,question_solutions/2019/D/q04/solution.py
2019-E,2019,E,q01,01,生态系统服务估值模型,resource_allocation_baseline,mcm/generic_baselines/solutions/2019/E/q01/solution.py,mcm/generic_baselines/results/2019/E/q01/result.json,mcm/generic_baselines/reports/2019/E/q01/report.md,mcm/generic_baselines/artifacts/2019/E/q01,question_solutions/2019/E/q01/solution.py
2019-E,2019,E,q02,02,土地利用开发的环境成本是否可定价,resource_allocation_baseline,mcm/generic_baselines/solutions/2019/E/q02/solution.py,mcm/generic_baselines/results/2019/E/q02/result.json,mcm/generic_baselines/reports/2019/E/q02/report.md,mcm/generic_baselines/artifacts/2019/E/q02,question_solutions/2019/E/q02/solution.py
2019-E,2019,E,q03,03,环境恶化如何计入项目成本,resource_allocation_baseline,mcm/generic_baselines/solutions/2019/E/q03/solution.py,mcm/generic_baselines/results/2019/E/q03/result.json,mcm/generic_baselines/reports/2019/E/q03/report.md,mcm/generic_baselines/artifacts/2019/E/q03,question_solutions/2019/E/q03/solution.py
2019-E,2019,E,q04,04,模型有效性评估,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2019/E/q04/solution.py,mcm/generic_baselines/results/2019/E/q04/result.json,mcm/generic_baselines/reports/2019/E/q04/report.md,mcm/generic_baselines/artifacts/2019/E/q04,question_solutions/2019/E/q04/solution.py
2019-E,2019,E,q05,05,对土地利用项目规划者和管理者的影响,report_outline_baseline,mcm/generic_baselines/solutions/2019/E/q05/solution.py,mcm/generic_baselines/results/2019/E/q05/result.json,mcm/generic_baselines/reports/2019/E/q05/report.md,mcm/generic_baselines/artifacts/2019/E/q05,question_solutions/2019/E/q05/solution.py
2019-E,2019,E,q06,06,模型随时间更新机制,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2019/E/q06/solution.py,mcm/generic_baselines/results/2019/E/q06/result.json,mcm/generic_baselines/reports/2019/E/q06/report.md,mcm/generic_baselines/artifacts/2019/E/q06,question_solutions/2019/E/q06/solution.py
2019-P06,2019,P06,q01,01,全球去中心化数字金融可行性模型,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2019/P06/q01/solution.py,mcm/generic_baselines/results/2019/P06/q01/result.json,mcm/generic_baselines/reports/2019/P06/q01/report.md,mcm/generic_baselines/artifacts/2019/P06/q01,question_solutions/2019/P06/q01/solution.py
2019-P06,2019,P06,q02,02,采用策略、准入、安全与稳定,threshold_classification_baseline,mcm/generic_baselines/solutions/2019/P06/q02/solution.py,mcm/generic_baselines/results/2019/P06/q02/result.json,mcm/generic_baselines/reports/2019/P06/q02/report.md,mcm/generic_baselines/artifacts/2019/P06/q02,question_solutions/2019/P06/q02/solution.py
2019-P06,2019,P06,q03,03,监督机制与长期影响,resource_allocation_baseline,mcm/generic_baselines/solutions/2019/P06/q03/solution.py,mcm/generic_baselines/results/2019/P06/q03/result.json,mcm/generic_baselines/reports/2019/P06/q03/report.md,mcm/generic_baselines/artifacts/2019/P06/q03,question_solutions/2019/P06/q03/solution.py
2019-P06,2019,P06,q04,04,给国家领导人的一页政策建议,report_outline_baseline,mcm/generic_baselines/solutions/2019/P06/q04/solution.py,mcm/generic_baselines/results/2019/P06/q04/result.json,mcm/generic_baselines/reports/2019/P06/q04/report.md,mcm/generic_baselines/artifacts/2019/P06/q04,question_solutions/2019/P06/q04/solution.py
2020-A,2020,A,q01,01,苏格兰鲱鱼和鲭鱼北迁模型,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2020/A/q01/solution.py,mcm/generic_baselines/results/2020/A/q01/result.json,mcm/generic_baselines/reports/2020/A/q01/report.md,mcm/generic_baselines/artifacts/2020/A/q01,question_solutions/2020/A/q01/solution.py
2020-A,2020,A,q02,02,最佳、最差、最可能情景下的小渔业压力时间,evidence_table_baseline,mcm/generic_baselines/solutions/2020/A/q02/solution.py,mcm/generic_baselines/results/2020/A/q02/result.json,mcm/generic_baselines/reports/2020/A/q02/report.md,mcm/generic_baselines/artifacts/2020/A/q02,question_solutions/2020/A/q02/solution.py
2020-A,2020,A,q03,03,小型渔业公司的运营适应策略,resource_allocation_baseline,mcm/generic_baselines/solutions/2020/A/q03/solution.py,mcm/generic_baselines/results/2020/A/q03/result.json,mcm/generic_baselines/reports/2020/A/q03/report.md,mcm/generic_baselines/artifacts/2020/A/q03,question_solutions/2020/A/q03/solution.py
2020-A,2020,A,q04,04,领海和跨境捕捞治理影响,resource_allocation_baseline,mcm/generic_baselines/solutions/2020/A/q04/solution.py,mcm/generic_baselines/results/2020/A/q04/result.json,mcm/generic_baselines/reports/2020/A/q04/report.md,mcm/generic_baselines/artifacts/2020/A/q04,question_solutions/2020/A/q04/solution.py
2020-A,2020,A,q05,05,Hook Line and Sinker 杂志文章,report_outline_baseline,mcm/generic_baselines/solutions/2020/A/q05/solution.py,mcm/generic_baselines/results/2020/A/q05/result.json,mcm/generic_baselines/reports/2020/A/q05/report.md,mcm/generic_baselines/artifacts/2020/A/q05,question_solutions/2020/A/q05/solution.py
2020-B,2020,B,q01,01,同沙量同海滩条件下的最长寿基础形状,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2020/B/q01/solution.py,mcm/generic_baselines/results/2020/B/q01/result.json,mcm/generic_baselines/reports/2020/B/q01/report.md,mcm/generic_baselines/artifacts/2020/B/q01,question_solutions/2020/B/q01/solution.py
2020-B,2020,B,q02,02,无添加材料的最佳水沙比例,resource_allocation_baseline,mcm/generic_baselines/solutions/2020/B/q02/solution.py,mcm/generic_baselines/results/2020/B/q02/result.json,mcm/generic_baselines/reports/2020/B/q02/report.md,mcm/generic_baselines/artifacts/2020/B/q02,question_solutions/2020/B/q02/solution.py
2020-B,2020,B,q03,03,降雨下的形状稳健性,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2020/B/q03/solution.py,mcm/generic_baselines/results/2020/B/q03/result.json,mcm/generic_baselines/reports/2020/B/q03/report.md,mcm/generic_baselines/artifacts/2020/B/q03,question_solutions/2020/B/q03/solution.py
2020-B,2020,B,q04,04,延长沙堡寿命的其他策略,evidence_table_baseline,mcm/generic_baselines/solutions/2020/B/q04/solution.py,mcm/generic_baselines/results/2020/B/q04/result.json,mcm/generic_baselines/reports/2020/B/q04/report.md,mcm/generic_baselines/artifacts/2020/B/q04,question_solutions/2020/B/q04/solution.py
2020-B,2020,B,q05,05,Fun in the Sun 非技术文章,report_outline_baseline,mcm/generic_baselines/solutions/2020/B/q05/solution.py,mcm/generic_baselines/results/2020/B/q05/result.json,mcm/generic_baselines/reports/2020/B/q05/report.md,mcm/generic_baselines/artifacts/2020/B/q05,question_solutions/2020/B/q05/solution.py
2020-C,2020,C,q01,01,三类 Amazon 评论数据的核心评分与评论指标,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2020/C/q01/solution.py,mcm/generic_baselines/results/2020/C/q01/result.json,mcm/generic_baselines/reports/2020/C/q01/report.md,mcm/generic_baselines/artifacts/2020/C/q01,question_solutions/2020/C/q01/solution.py
2020-C,2020,C,q02,02,产品声誉随时间增加或下降的模式,evidence_table_baseline,mcm/generic_baselines/solutions/2020/C/q02/solution.py,mcm/generic_baselines/results/2020/C/q02/result.json,mcm/generic_baselines/reports/2020/C/q02/report.md,mcm/generic_baselines/artifacts/2020/C/q02,question_solutions/2020/C/q02/solution.py
2020-C,2020,C,q03,03,文本描述词与评分的组合信号,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2020/C/q03/solution.py,mcm/generic_baselines/results/2020/C/q03/result.json,mcm/generic_baselines/reports/2020/C/q03/report.md,mcm/generic_baselines/artifacts/2020/C/q03,question_solutions/2020/C/q03/solution.py
2020-C,2020,C,q04,04,低星级是否激发更多评论,evidence_table_baseline,mcm/generic_baselines/solutions/2020/C/q04/solution.py,mcm/generic_baselines/results/2020/C/q04/result.json,mcm/generic_baselines/reports/2020/C/q04/report.md,mcm/generic_baselines/artifacts/2020/C/q04,question_solutions/2020/C/q04/solution.py
2020-C,2020,C,q05,05,给 Sunshine Company 营销总监的两页信,report_outline_baseline,mcm/generic_baselines/solutions/2020/C/q05/solution.py,mcm/generic_baselines/results/2020/C/q05/result.json,mcm/generic_baselines/reports/2020/C/q05/report.md,mcm/generic_baselines/artifacts/2020/C/q05,question_solutions/2020/C/q05/solution.py
2020-D,2020,D,q01,01,传球网络、二元三元结构与多尺度指标,network_path_baseline,mcm/generic_baselines/solutions/2020/D/q01/solution.py,mcm/generic_baselines/results/2020/D/q01/result.json,mcm/generic_baselines/reports/2020/D/q01/report.md,mcm/generic_baselines/artifacts/2020/D/q01,question_solutions/2020/D/q01/solution.py
2020-D,2020,D,q02,02,团队表现指标与协作成功模型,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2020/D/q02/solution.py,mcm/generic_baselines/results/2020/D/q02/result.json,mcm/generic_baselines/reports/2020/D/q02/report.md,mcm/generic_baselines/artifacts/2020/D/q02,question_solutions/2020/D/q02/solution.py
2020-D,2020,D,q03,03,给 Huskies 教练的结构策略建议,report_outline_baseline,mcm/generic_baselines/solutions/2020/D/q03/solution.py,mcm/generic_baselines/results/2020/D/q03/result.json,mcm/generic_baselines/reports/2020/D/q03/report.md,mcm/generic_baselines/artifacts/2020/D/q03,question_solutions/2020/D/q03/solution.py
2020-D,2020,D,q04,04,从足球团队推广到一般跨学科团队,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2020/D/q04/solution.py,mcm/generic_baselines/results/2020/D/q04/result.json,mcm/generic_baselines/reports/2020/D/q04/report.md,mcm/generic_baselines/artifacts/2020/D/q04,question_solutions/2020/D/q04/solution.py
2020-E,2020,E,q01,01,单次使用塑料废弃物安全缓解容量,resource_allocation_baseline,mcm/generic_baselines/solutions/2020/E/q01/solution.py,mcm/generic_baselines/results/2020/E/q01/result.json,mcm/generic_baselines/reports/2020/E/q01/report.md,mcm/generic_baselines/artifacts/2020/E/q01,question_solutions/2020/E/q01/solution.py
2020-E,2020,E,q02,02,达到环境安全水平的政策减量路径,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2020/E/q02/solution.py,mcm/generic_baselines/results/2020/E/q02/result.json,mcm/generic_baselines/reports/2020/E/q02/report.md,mcm/generic_baselines/artifacts/2020/E/q02,question_solutions/2020/E/q02/solution.py
2020-E,2020,E,q03,03,2050 全球最低可达目标及影响,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2020/E/q03/solution.py,mcm/generic_baselines/results/2020/E/q03/result.json,mcm/generic_baselines/reports/2020/E/q03/report.md,mcm/generic_baselines/artifacts/2020/E/q03,question_solutions/2020/E/q03/solution.py
2020-E,2020,E,q04,04,全球危机与解决方案的公平问题,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2020/E/q04/solution.py,mcm/generic_baselines/results/2020/E/q04/result.json,mcm/generic_baselines/reports/2020/E/q04/report.md,mcm/generic_baselines/artifacts/2020/E/q04,question_solutions/2020/E/q04/solution.py
2020-E,2020,E,q05,05,给 ICM 的两页塑料废弃物备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2020/E/q05/solution.py,mcm/generic_baselines/results/2020/E/q05/result.json,mcm/generic_baselines/reports/2020/E/q05/report.md,mcm/generic_baselines/artifacts/2020/E/q05,question_solutions/2020/E/q05/solution.py
2020-F,2020,F,q01,01,环境迁移人口规模和文化风险,threshold_classification_baseline,mcm/generic_baselines/solutions/2020/F/q01/solution.py,mcm/generic_baselines/results/2020/F/q01/result.json,mcm/generic_baselines/reports/2020/F/q01/report.md,mcm/generic_baselines/artifacts/2020/F/q01,question_solutions/2020/F/q01/solution.py
2020-F,2020,F,q02,02,人权迁移和文化保护政策,evidence_table_baseline,mcm/generic_baselines/solutions/2020/F/q02/solution.py,mcm/generic_baselines/results/2020/F/q02/result.json,mcm/generic_baselines/reports/2020/F/q02/report.md,mcm/generic_baselines/artifacts/2020/F/q02,question_solutions/2020/F/q02/solution.py
2020-F,2020,F,q03,03,政策影响模型和改进机制,resource_allocation_baseline,mcm/generic_baselines/solutions/2020/F/q03/solution.py,mcm/generic_baselines/results/2020/F/q03/result.json,mcm/generic_baselines/reports/2020/F/q03/report.md,mcm/generic_baselines/artifacts/2020/F/q03,question_solutions/2020/F/q03/solution.py
2020-F,2020,F,q04,04,UN 系统化响应建议,report_outline_baseline,mcm/generic_baselines/solutions/2020/F/q04/solution.py,mcm/generic_baselines/results/2020/F/q04/result.json,mcm/generic_baselines/reports/2020/F/q04/report.md,mcm/generic_baselines/artifacts/2020/F/q04,question_solutions/2020/F/q04/solution.py
2020-F,2020,F,q05,05,给 ICM-F 的科学简报,threshold_classification_baseline,mcm/generic_baselines/solutions/2020/F/q05/solution.py,mcm/generic_baselines/results/2020/F/q05/result.json,mcm/generic_baselines/reports/2020/F/q05/report.md,mcm/generic_baselines/artifacts/2020/F/q05,question_solutions/2020/F/q05/solution.py
2021-A,2021,A,q01,01,多真菌地表凋落物分解模型,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2021/A/q01/solution.py,mcm/generic_baselines/results/2021/A/q01/result.json,mcm/generic_baselines/reports/2021/A/q01/report.md,mcm/generic_baselines/artifacts/2021/A/q01,question_solutions/2021/A/q01/solution.py
2021-A,2021,A,q02,02,不同真菌 trait 的相互作用,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2021/A/q02/solution.py,mcm/generic_baselines/results/2021/A/q02/result.json,mcm/generic_baselines/reports/2021/A/q02/report.md,mcm/generic_baselines/artifacts/2021/A/q02,question_solutions/2021/A/q02/solution.py
2021-A,2021,A,q03,03,环境快速波动与长期竞争动态,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2021/A/q03/solution.py,mcm/generic_baselines/results/2021/A/q03/result.json,mcm/generic_baselines/reports/2021/A/q03/report.md,mcm/generic_baselines/artifacts/2021/A/q03,question_solutions/2021/A/q03/solution.py
2021-A,2021,A,q04,04,生物多样性对分解效率的作用与教材文章,evidence_table_baseline,mcm/generic_baselines/solutions/2021/A/q04/solution.py,mcm/generic_baselines/results/2021/A/q04/result.json,mcm/generic_baselines/reports/2021/A/q04/report.md,mcm/generic_baselines/artifacts/2021/A/q04,question_solutions/2021/A/q04/solution.py
2021-B,2021,B,q01,01,Rapid Bushfire Response 无人机组合采购模型,network_path_baseline,mcm/generic_baselines/solutions/2021/B/q01/solution.py,mcm/generic_baselines/results/2021/B/q01/result.json,mcm/generic_baselines/reports/2021/B/q01/report.md,mcm/generic_baselines/artifacts/2021/B/q01,question_solutions/2021/B/q01/solution.py
2021-B,2021,B,q02,02,未来十年极端火灾概率变化与设备成本,resource_allocation_baseline,mcm/generic_baselines/solutions/2021/B/q02/solution.py,mcm/generic_baselines/results/2021/B/q02/result.json,mcm/generic_baselines/reports/2021/B/q02/report.md,mcm/generic_baselines/artifacts/2021/B/q02,question_solutions/2021/B/q02/solution.py
2021-B,2021,B,q03,03,不同地形和火场规模下的中继无人机悬停位置,network_path_baseline,mcm/generic_baselines/solutions/2021/B/q03/solution.py,mcm/generic_baselines/results/2021/B/q03/result.json,mcm/generic_baselines/reports/2021/B/q03/report.md,mcm/generic_baselines/artifacts/2021/B/q03,question_solutions/2021/B/q03/solution.py
2021-B,2021,B,q04,04,面向 Victoria State Government 的注释预算请求,resource_allocation_baseline,mcm/generic_baselines/solutions/2021/B/q04/solution.py,mcm/generic_baselines/results/2021/B/q04/result.json,mcm/generic_baselines/reports/2021/B/q04/report.md,mcm/generic_baselines/artifacts/2021/B/q04,question_solutions/2021/B/q04/solution.py
2021-C,2021,C,q01,01,公众报告数据解释与扩散可预测性,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2021/C/q01/solution.py,mcm/generic_baselines/results/2021/C/q01/result.json,mcm/generic_baselines/reports/2021/C/q01/report.md,mcm/generic_baselines/artifacts/2021/C/q01,question_solutions/2021/C/q01/solution.py
2021-C,2021,C,q02,02,误判分类概率模型,report_outline_baseline,mcm/generic_baselines/solutions/2021/C/q02/solution.py,mcm/generic_baselines/results/2021/C/q02/result.json,mcm/generic_baselines/reports/2021/C/q02/report.md,mcm/generic_baselines/artifacts/2021/C/q02,question_solutions/2021/C/q02/solution.py
2021-C,2021,C,q03,03,有限资源下的调查优先级,report_outline_baseline,mcm/generic_baselines/solutions/2021/C/q03/solution.py,mcm/generic_baselines/results/2021/C/q03/result.json,mcm/generic_baselines/reports/2021/C/q03/report.md,mcm/generic_baselines/artifacts/2021/C/q03,question_solutions/2021/C/q03/solution.py
2021-C,2021,C,q04,04,新报告到来后的模型更新机制,report_outline_baseline,mcm/generic_baselines/solutions/2021/C/q04/solution.py,mcm/generic_baselines/results/2021/C/q04/result.json,mcm/generic_baselines/reports/2021/C/q04/report.md,mcm/generic_baselines/artifacts/2021/C/q04,question_solutions/2021/C/q04/solution.py
2021-C,2021,C,q05,05,根除证据标准,report_outline_baseline,mcm/generic_baselines/solutions/2021/C/q05/solution.py,mcm/generic_baselines/results/2021/C/q05/result.json,mcm/generic_baselines/reports/2021/C/q05/report.md,mcm/generic_baselines/artifacts/2021/C/q05,question_solutions/2021/C/q05/solution.py
2021-C,2021,C,q06,06,给 WSDA 的两页备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2021/C/q06/solution.py,mcm/generic_baselines/results/2021/C/q06/result.json,mcm/generic_baselines/reports/2021/C/q06/report.md,mcm/generic_baselines/artifacts/2021/C/q06,question_solutions/2021/C/q06/solution.py
2021-D,2021,D,q01,01,有向音乐影响网络与影响力参数,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2021/D/q01/solution.py,mcm/generic_baselines/results/2021/D/q01/result.json,mcm/generic_baselines/reports/2021/D/q01/report.md,mcm/generic_baselines/artifacts/2021/D/q01,question_solutions/2021/D/q01/solution.py
2021-D,2021,D,q02,02,音乐特征相似性与流派内外比较,report_outline_baseline,mcm/generic_baselines/solutions/2021/D/q02/solution.py,mcm/generic_baselines/results/2021/D/q02/result.json,mcm/generic_baselines/reports/2021/D/q02/report.md,mcm/generic_baselines/artifacts/2021/D/q02,question_solutions/2021/D/q02/solution.py
2021-D,2021,D,q03,03,流派关系与随时间演化,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2021/D/q03/solution.py,mcm/generic_baselines/results/2021/D/q03/result.json,mcm/generic_baselines/reports/2021/D/q03/report.md,mcm/generic_baselines/artifacts/2021/D/q03,question_solutions/2021/D/q03/solution.py
2021-D,2021,D,q04,04,影响者是否真的影响追随者,report_outline_baseline,mcm/generic_baselines/solutions/2021/D/q04/solution.py,mcm/generic_baselines/results/2021/D/q04/result.json,mcm/generic_baselines/reports/2021/D/q04/report.md,mcm/generic_baselines/artifacts/2021/D/q04,question_solutions/2021/D/q04/solution.py
2021-D,2021,D,q05,05,音乐革命性跃迁与革命者艺术家,network_path_baseline,mcm/generic_baselines/solutions/2021/D/q05/solution.py,mcm/generic_baselines/results/2021/D/q05/result.json,mcm/generic_baselines/reports/2021/D/q05/report.md,mcm/generic_baselines/artifacts/2021/D/q05,question_solutions/2021/D/q05/solution.py
2021-D,2021,D,q06,06,单一流派的动态影响过程,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2021/D/q06/solution.py,mcm/generic_baselines/results/2021/D/q06/result.json,mcm/generic_baselines/reports/2021/D/q06/report.md,mcm/generic_baselines/artifacts/2021/D/q06,question_solutions/2021/D/q06/solution.py
2021-D,2021,D,q07,07,文化影响解释与 ICM Society 一页文档,report_outline_baseline,mcm/generic_baselines/solutions/2021/D/q07/solution.py,mcm/generic_baselines/results/2021/D/q07/result.json,mcm/generic_baselines/reports/2021/D/q07/report.md,mcm/generic_baselines/artifacts/2021/D/q07,question_solutions/2021/D/q07/solution.py
2021-E,2021,E,q01,01,效率、利润、可持续与公平的食物系统目标函数,resource_allocation_baseline,mcm/generic_baselines/solutions/2021/E/q01/solution.py,mcm/generic_baselines/results/2021/E/q01/result.json,mcm/generic_baselines/reports/2021/E/q01/report.md,mcm/generic_baselines/artifacts/2021/E/q01,question_solutions/2021/E/q01/solution.py
2021-E,2021,E,q02,02,公平与可持续优先系统的变化和实施时间,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2021/E/q02/solution.py,mcm/generic_baselines/results/2021/E/q02/result.json,mcm/generic_baselines/reports/2021/E/q02/report.md,mcm/generic_baselines/artifacts/2021/E/q02,question_solutions/2021/E/q02/solution.py
2021-E,2021,E,q03,03,发达和发展中国家的模型应用,evidence_table_baseline,mcm/generic_baselines/solutions/2021/E/q03/solution.py,mcm/generic_baselines/results/2021/E/q03/result.json,mcm/generic_baselines/reports/2021/E/q03/report.md,mcm/generic_baselines/artifacts/2021/E/q03,question_solutions/2021/E/q03/solution.py
2021-E,2021,E,q04,04,改变食物系统优先级的收益、成本和发生时间,resource_allocation_baseline,mcm/generic_baselines/solutions/2021/E/q04/solution.py,mcm/generic_baselines/results/2021/E/q04/result.json,mcm/generic_baselines/reports/2021/E/q04/report.md,mcm/generic_baselines/artifacts/2021/E/q04,question_solutions/2021/E/q04/solution.py
2021-E,2021,E,q05,05,十五年迁移路线图,network_path_baseline,mcm/generic_baselines/solutions/2021/E/q05/solution.py,mcm/generic_baselines/results/2021/E/q05/result.json,mcm/generic_baselines/reports/2021/E/q05/report.md,mcm/generic_baselines/artifacts/2021/E/q05,question_solutions/2021/E/q05/solution.py
2021-E,2021,E,q06,06,模型可扩展性、适应性和委员会备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2021/E/q06/solution.py,mcm/generic_baselines/results/2021/E/q06/result.json,mcm/generic_baselines/reports/2021/E/q06/report.md,mcm/generic_baselines/artifacts/2021/E/q06,question_solutions/2021/E/q06/solution.py
2021-F,2021,F,q01,01,国家高等教育系统健康度模型,evidence_table_baseline,mcm/generic_baselines/solutions/2021/F/q01/solution.py,mcm/generic_baselines/results/2021/F/q01/result.json,mcm/generic_baselines/reports/2021/F/q01/report.md,mcm/generic_baselines/artifacts/2021/F/q01,question_solutions/2021/F/q01/solution.py
2021-F,2021,F,q02,02,多国应用与待改进国家选择,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2021/F/q02/solution.py,mcm/generic_baselines/results/2021/F/q02/result.json,mcm/generic_baselines/reports/2021/F/q02/report.md,mcm/generic_baselines/artifacts/2021/F/q02,question_solutions/2021/F/q02/solution.py
2021-F,2021,F,q03,03,健康且可持续的目标状态愿景,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2021/F/q03/solution.py,mcm/generic_baselines/results/2021/F/q03/result.json,mcm/generic_baselines/reports/2021/F/q03/report.md,mcm/generic_baselines/artifacts/2021/F/q03,question_solutions/2021/F/q03/solution.py
2021-F,2021,F,q04,04,当前状态与拟议健康状态测量,evidence_table_baseline,mcm/generic_baselines/solutions/2021/F/q04/solution.py,mcm/generic_baselines/results/2021/F/q04/result.json,mcm/generic_baselines/reports/2021/F/q04/report.md,mcm/generic_baselines/artifacts/2021/F/q04,question_solutions/2021/F/q04/solution.py
2021-F,2021,F,q05,05,政策组合和实施时间线,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2021/F/q05/solution.py,mcm/generic_baselines/results/2021/F/q05/result.json,mcm/generic_baselines/reports/2021/F/q05/report.md,mcm/generic_baselines/artifacts/2021/F/q05,question_solutions/2021/F/q05/solution.py
2021-F,2021,F,q06,06,政策效果评估,evidence_table_baseline,mcm/generic_baselines/solutions/2021/F/q06/solution.py,mcm/generic_baselines/results/2021/F/q06/result.json,mcm/generic_baselines/reports/2021/F/q06/report.md,mcm/generic_baselines/artifacts/2021/F/q06,question_solutions/2021/F/q06/solution.py
2021-F,2021,F,q07,07,学生、教师、学校、社区和国家影响,evidence_table_baseline,mcm/generic_baselines/solutions/2021/F/q07/solution.py,mcm/generic_baselines/results/2021/F/q07/result.json,mcm/generic_baselines/reports/2021/F/q07/report.md,mcm/generic_baselines/artifacts/2021/F/q07,question_solutions/2021/F/q07/solution.py
2022-A,2022,A,q01,01,两类骑手与不同性别的功率 profile,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/A/q01/solution.py,mcm/generic_baselines/results/2022/A/q01/result.json,mcm/generic_baselines/reports/2022/A/q01/report.md,mcm/generic_baselines/artifacts/2022/A/q01,question_solutions/2022/A/q01/solution.py
2022-A,2022,A,q02,02,东京、弗兰德斯和自定义计时赛路线功率策略,network_path_baseline,mcm/generic_baselines/solutions/2022/A/q02/solution.py,mcm/generic_baselines/results/2022/A/q02/result.json,mcm/generic_baselines/reports/2022/A/q02/report.md,mcm/generic_baselines/artifacts/2022/A/q02,question_solutions/2022/A/q02/solution.py
2022-A,2022,A,q03,03,天气条件对赛果的敏感性,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2022/A/q03/solution.py,mcm/generic_baselines/results/2022/A/q03/result.json,mcm/generic_baselines/reports/2022/A/q03/report.md,mcm/generic_baselines/artifacts/2022/A/q03,question_solutions/2022/A/q03/solution.py
